# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 2.407780132092747386e+37
9.997667210984103804e+03 2.412332034199140008e+37
9.995335510095288555e+03 2.416621655408165243e+37
9.993004896572398138e+03 2.420895328171710300e+37
9.990675369654989481e+03 2.425306959140366022e+37
9.988346928583318004e+03 2.421087281473404462e+37
9.986019572598363084e+03 2.398669021472451478e+37
9.983693300941797133e+03 2.364468746177848966e+37
9.981368112856000153e+03 2.328177090973926633e+37
9.979044007584074279e+03 2.290923385769791321e+37
9.976720984369805592e+03 2.248340767095414744e+37
9.974399042457691394e+03 2.202942257852263965e+37
9.972078181092938394e+03 2.162375584893434795e+37
9.969758399521451793e+03 2.117630388978847211e+37
9.967439696989833465e+03 2.077159061114803775e+37
9.965122072745391051e+03 2.043739517914107711e+37
9.962805526036134324e+03 2.012491173142134237e+37
9.960490056110758815e+03 1.991726965448933071e+37
9.958175662218682191e+03 1.970816949509422072e+37
9.955862343609996969e+03 1.947519815184845048e+37
9.953550099535501431e+03 1.930584879668595005e+37
9.951238929246690532e+03 1.913489241726446370e+37
9.948928831995755900e+03 1.898321223200837156e+37
9.946619807035574922e+03 1.888917577356361582e+37
9.944311853619728936e+03 1.877414075759042893e+37
9.942004971002486855e+03 1.864568442877883489e+37
9.939699158438805171e+03 1.855316156382273371e+37
9.937394415184338868e+03 1.844924676598260149e+37
9.935090740495432328e+03 1.838360597811482859e+37
9.932788133629108415e+03 1.830944637063818909e+37
9.930486593843097580e+03 1.822988663997364632e+37
9.928186120395803300e+03 1.815106880048974417e+37
9.925886712546320268e+03 1.806810278972820326e+37
9.923588369554430756e+03 1.801109149428621143e+37
9.921291090680602792e+03 1.795797096411810519e+37
9.918994875185979254e+03 1.791560609960972072e+37
9.916699722332408783e+03 1.787475050907653169e+37
9.914405631382398496e+03 1.783195199095625328e+37
9.912112601599152185e+03 1.780835248190929688e+37
9.909820632246555761e+03 1.779303647448849802e+37
9.907529722589168159e+03 1.778399291206500681e+37
9.905239871892230440e+03 1.778646047656600195e+37
9.902951079421667600e+03 1.779412885798653709e+37
9.900663344444077666e+03 1.781547225447055646e+37
9.898376666226738962e+03 1.784318965035220386e+37
9.896091044037604661e+03 1.787780929679189095e+37
9.893806477145308236e+03 1.791833623549110306e+37
9.891522964819148910e+03 1.796361257659434023e+37
9.889240506329115306e+03 1.801709629701968878e+37
9.886959100945854516e+03 1.807523982513133386e+37
9.884678747940692119e+03 1.813748266925503195e+37
9.882399446585630358e+03 1.820553431732151081e+37
9.880121196153340861e+03 1.827754239645213561e+37
9.877843995917157372e+03 1.834356776860244670e+37
9.875567845151095753e+03 1.841045261815619748e+37
9.873292743129835799e+03 1.847515175166979502e+37
9.871018689128717597e+03 1.854257315213268718e+37
9.868745682423765174e+03 1.860734562994364810e+37
9.866473722291653758e+03 1.866548432148638370e+37
9.864202808009733417e+03 1.871840865618672603e+37
9.861932938856016335e+03 1.876614221325714934e+37
9.859664114109178627e+03 1.881557383505021699e+37
9.857396333048563974e+03 1.886642691566746251e+37
9.855129594954172717e+03 1.891928735085920904e+37
9.852863899106672761e+03 1.896868044539674810e+37
9.850599244787390489e+03 1.901554203426884552e+37
9.848335631278314395e+03 1.905988935897496756e+37
9.846073057862089627e+03 1.910099283339789266e+37
9.843811523822023446e+03 1.914159289544687621e+37
9.841551028442083407e+03 1.918454808782924109e+37
9.839291571006888262e+03 1.922537567135694244e+37
9.837033150801717056e+03 1.925794903594386516e+37
9.834775767112510948e+03 1.925843959121474679e+37
9.832519419225853198e+03 1.921724607368042770e+37
9.830264106428990999e+03 1.914708362151121867e+37
9.828009828009828198e+03 1.905448163936554508e+37
9.825756583256910744e+03 1.892236715390775421e+37
9.823504371459444883e+03 1.876533800756519827e+37
9.821253191907286237e+03 1.859131119897290283e+37
9.819003043890945264e+03 1.837196613006800641e+37
9.816753926701569071e+03 1.812012571556970840e+37
9.814505839630974151e+03 1.786951319050779820e+37
9.812258781971610006e+03 1.771526325627427636e+37
9.810012753016577335e+03 1.760905396776976564e+37
9.807767752059631675e+03 1.753069349068962568e+37
9.805523778395163390e+03 1.749435120986837429e+37
9.803280831318212222e+03 1.747561977759345879e+37
9.801038910124472750e+03 1.745197872491880046e+37
9.798798014110270742e+03 1.742984996459367860e+37
9.796558142572575889e+03 1.739211503830821500e+37
9.794319294809010898e+03 1.732213895873713421e+37
9.792081470117831486e+03 1.727270844617987733e+37
9.789844667797937291e+03 1.718385260834040787e+37
9.787608887148870053e+03 1.706864056375209797e+37
9.785374127470808162e+03 1.693823626490913909e+37
9.783140388064568469e+03 1.680119156879842041e+37
9.780907668231611751e+03 1.675349450123650582e+37
9.778675967274031791e+03 1.672871464215474040e+37
9.776445284494557200e+03 1.670832149233004531e+37
9.774215619196560510e+03 1.671766694422786795e+37
9.771986970684039989e+03 1.674758309811573592e+37
