# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 5.778904264958851814e+37
9.997667210984103804e+03 5.784864749995590116e+37
9.995335510095288555e+03 5.792073737427829339e+37
9.993004896572398138e+03 5.799238539014135979e+37
9.990675369654989481e+03 5.806514353751881426e+37
9.988346928583318004e+03 5.813912779747121701e+37
9.986019572598363084e+03 5.821463721172675237e+37
9.983693300941797133e+03 5.829276289872288360e+37
9.981368112856000153e+03 5.837168556463847276e+37
9.979044007584074279e+03 5.844132415951253364e+37
9.976720984369805592e+03 5.844811123263132467e+37
9.974399042457691394e+03 5.841453988452701203e+37
9.972078181092938394e+03 5.834789043422840042e+37
9.969758399521451793e+03 5.826412084708752930e+37
9.967439696989833465e+03 5.816803292755150114e+37
9.965122072745391051e+03 5.808524371578635043e+37
9.962805526036134324e+03 5.800873104103291513e+37
9.960490056110758815e+03 5.792414951625101914e+37
9.958175662218682191e+03 5.781742096626703500e+37
9.955862343609996969e+03 5.771240071515172943e+37
9.953550099535501431e+03 5.761607452326439518e+37
9.951238929246690532e+03 5.750786725691876287e+37
9.948928831995755900e+03 5.739550295050567394e+37
9.946619807035574922e+03 5.728534550579457119e+37
9.944311853619728936e+03 5.719445082362781782e+37
9.942004971002486855e+03 5.710256642038219795e+37
9.939699158438805171e+03 5.700276017713319333e+37
9.937394415184338868e+03 5.690025957425268925e+37
9.935090740495432328e+03 5.679761927591581412e+37
9.932788133629108415e+03 5.668727976094887551e+37
9.930486593843097580e+03 5.657061945515238180e+37
9.928186120395803300e+03 5.645327728935972126e+37
9.925886712546320268e+03 5.633296727104540754e+37
9.923588369554430756e+03 5.620682663305233737e+37
9.921291090680602792e+03 5.606832401060863834e+37
9.918994875185979254e+03 5.593734960654710050e+37
9.916699722332408783e+03 5.580074860529779453e+37
9.914405631382398496e+03 5.566679747575797016e+37
9.912112601599152185e+03 5.553092537092024456e+37
9.909820632246555761e+03 5.539732936314667387e+37
9.907529722589168159e+03 5.527085499125064239e+37
9.905239871892230440e+03 5.513975225520625032e+37
9.902951079421667600e+03 5.491812719502697412e+37
9.900663344444077666e+03 5.472469507189105773e+37
9.898376666226738962e+03 5.447347312733699521e+37
9.896091044037604661e+03 5.425651603307989574e+37
9.893806477145308236e+03 5.405299091331447121e+37
9.891522964819148910e+03 5.384277570778060878e+37
9.889240506329115306e+03 5.362608165377188008e+37
9.886959100945854516e+03 5.341598546761025670e+37
9.884678747940692119e+03 5.319194367224194254e+37
9.882399446585630358e+03 5.298555329325151721e+37
9.880121196153340861e+03 5.279870321997541835e+37
9.877843995917157372e+03 5.262343471464704986e+37
9.875567845151095753e+03 5.245893674400936213e+37
9.873292743129835799e+03 5.229255797323086746e+37
9.871018689128717597e+03 5.214071566316973303e+37
9.868745682423765174e+03 5.199123967297145777e+37
9.866473722291653758e+03 5.185052908644934785e+37
9.864202808009733417e+03 5.172030466454174065e+37
9.861932938856016335e+03 5.159331777991841656e+37
9.859664114109178627e+03 5.146079841793133640e+37
9.857396333048563974e+03 5.134721945893956907e+37
