# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 5.819844027615363456e+36
9.997667210984103804e+03 5.822424271410987433e+36
9.995335510095288555e+03 5.825572954926738903e+36
9.993004896572398138e+03 5.825967861195238014e+36
9.990675369654989481e+03 5.816758478878025682e+36
9.988346928583318004e+03 5.809308050612968651e+36
9.986019572598363084e+03 5.807515809650897512e+36
9.983693300941797133e+03 5.812150878943632237e+36
9.981368112856000153e+03 5.814547537975428469e+36
9.979044007584074279e+03 5.817303978840189821e+36
9.976720984369805592e+03 5.818794705106351115e+36
9.974399042457691394e+03 5.821332408034280625e+36
9.972078181092938394e+03 5.824491669319990210e+36
9.969758399521451793e+03 5.826292581721524016e+36
9.967439696989833465e+03 5.828062214160234788e+36
9.965122072745391051e+03 5.829475944248683742e+36
9.962805526036134324e+03 5.830885056365792054e+36
9.960490056110758815e+03 5.831977354982912112e+36
9.958175662218682191e+03 5.832774945850184684e+36
9.955862343609996969e+03 5.833644752800031474e+36
9.953550099535501431e+03 5.834989432909974172e+36
9.951238929246690532e+03 5.836438654129990615e+36
9.948928831995755900e+03 5.837723275392643011e+36
9.946619807035574922e+03 5.838706436220547598e+36
9.944311853619728936e+03 5.840292451354890035e+36
9.942004971002486855e+03 5.842626980831150571e+36
9.939699158438805171e+03 5.844925104207149057e+36
9.937394415184338868e+03 5.847226274099801192e+36
9.935090740495432328e+03 5.849046353341269179e+36
9.932788133629108415e+03 5.850486999831516792e+36
9.930486593843097580e+03 5.853020161909542567e+36
9.928186120395803300e+03 5.855814198705403444e+36
9.925886712546320268e+03 5.857907099546058435e+36
9.923588369554430756e+03 5.859756580072443056e+36
9.921291090680602792e+03 5.861261828552023407e+36
9.918994875185979254e+03 5.862933095087018057e+36
9.916699722332408783e+03 5.865513034864681653e+36
9.914405631382398496e+03 5.867895356931155148e+36
9.912112601599152185e+03 5.870062554850569587e+36
9.909820632246555761e+03 5.872608251905682637e+36
9.907529722589168159e+03 5.874894295999883212e+36
9.905239871892230440e+03 5.876977271269830177e+36
9.902951079421667600e+03 5.879083195289251423e+36
9.900663344444077666e+03 5.881773138486251936e+36
9.898376666226738962e+03 5.884360497553358016e+36
9.896091044037604661e+03 5.886744755396474339e+36
9.893806477145308236e+03 5.888784537269841400e+36
9.891522964819148910e+03 5.890513496290126505e+36
9.889240506329115306e+03 5.892294378036514017e+36
9.886959100945854516e+03 5.894371522856715186e+36
9.884678747940692119e+03 5.895942566623228183e+36
9.882399446585630358e+03 5.897280425770941810e+36
9.880121196153340861e+03 5.898488585546286138e+36
9.877843995917157372e+03 5.899565380784754201e+36
9.875567845151095753e+03 5.901037533999014745e+36
9.873292743129835799e+03 5.902861787250438850e+36
9.871018689128717597e+03 5.905025188089465300e+36
9.868745682423765174e+03 5.907293004738093601e+36
9.866473722291653758e+03 5.909771561281903817e+36
9.864202808009733417e+03 5.912692307658917241e+36
9.861932938856016335e+03 5.916077098564602338e+36
9.859664114109178627e+03 5.918869359422813001e+36
9.857396333048563974e+03 5.921710243526567423e+36
9.855129594954172717e+03 5.924642649874475739e+36
9.852863899106672761e+03 5.927048057345905896e+36
9.850599244787390489e+03 5.929269156194778859e+36
9.848335631278314395e+03 5.931460270073508300e+36
9.846073057862089627e+03 5.933469986949332409e+36
9.843811523822023446e+03 5.934905549172411952e+36
9.841551028442083407e+03 5.936997911930230286e+36
9.839291571006888262e+03 5.939096759836140920e+36
9.837033150801717056e+03 5.940569284461573862e+36
9.834775767112510948e+03 5.941791778984599918e+36
9.832519419225853198e+03 5.943414165051624329e+36
9.830264106428990999e+03 5.945139517913137333e+36
9.828009828009828198e+03 5.947333064890179750e+36
9.825756583256910744e+03 5.949696788132819926e+36
9.823504371459444883e+03 5.951675603203121774e+36
9.821253191907286237e+03 5.954077553746998532e+36
