# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 5.995226252938607276e+36
9.997667210984103804e+03 5.997064490096372210e+36
9.995335510095288555e+03 5.998854654760561784e+36
9.993004896572398138e+03 5.998054380804629713e+36
9.990675369654989481e+03 5.993387429000734660e+36
9.988346928583318004e+03 5.990122393876874596e+36
9.986019572598363084e+03 5.991031191125571101e+36
9.983693300941797133e+03 5.993729145459807771e+36
9.981368112856000153e+03 5.995281971903557798e+36
9.979044007584074279e+03 5.997587263982799391e+36
9.976720984369805592e+03 5.999738638484273068e+36
9.974399042457691394e+03 6.001737262597009912e+36
9.972078181092938394e+03 6.003985523014205073e+36
9.969758399521451793e+03 6.005639364068964455e+36
9.967439696989833465e+03 6.007482132626018450e+36
9.965122072745391051e+03 6.009712123247101000e+36
9.962805526036134324e+03 6.011602736768356645e+36
9.960490056110758815e+03 6.013379546762397121e+36
9.958175662218682191e+03 6.014997966444984079e+36
9.955862343609996969e+03 6.016784917694827938e+36
9.953550099535501431e+03 6.018728409904725140e+36
9.951238929246690532e+03 6.020753775989876901e+36
9.948928831995755900e+03 6.022402429661169981e+36
9.946619807035574922e+03 6.024259964722696493e+36
9.944311853619728936e+03 6.026173320439312358e+36
9.942004971002486855e+03 6.028095905109402040e+36
9.939699158438805171e+03 6.030161299519203870e+36
9.937394415184338868e+03 6.032358276630474735e+36
9.935090740495432328e+03 6.034197587942562649e+36
9.932788133629108415e+03 6.035673044742294184e+36
9.930486593843097580e+03 6.037260788998726556e+36
9.928186120395803300e+03 6.039231989089750552e+36
9.925886712546320268e+03 6.040726715715845877e+36
9.923588369554430756e+03 6.042340137631542276e+36
9.921291090680602792e+03 6.044323957008152091e+36
9.918994875185979254e+03 6.046636172600506142e+36
9.916699722332408783e+03 6.048812227956148203e+36
9.914405631382398496e+03 6.051021037996484567e+36
9.912112601599152185e+03 6.053280716862329632e+36
9.909820632246555761e+03 6.055306244502207739e+36
9.907529722589168159e+03 6.056902377498340300e+36
9.905239871892230440e+03 6.058558854640127037e+36
9.902951079421667600e+03 6.060268636387475293e+36
9.900663344444077666e+03 6.062215670962611918e+36
9.898376666226738962e+03 6.064204622633494454e+36
9.896091044037604661e+03 6.066192482239186376e+36
9.893806477145308236e+03 6.068077880194546597e+36
9.891522964819148910e+03 6.069887189518611051e+36
9.889240506329115306e+03 6.071592821424813936e+36
9.886959100945854516e+03 6.073296161000829082e+36
9.884678747940692119e+03 6.074906734507275498e+36
9.882399446585630358e+03 6.076327088241072825e+36
9.880121196153340861e+03 6.077876581970836755e+36
9.877843995917157372e+03 6.079312851983054775e+36
9.875567845151095753e+03 6.081024531902364596e+36
9.873292743129835799e+03 6.083199803304208694e+36
9.871018689128717597e+03 6.085385043194091387e+36
9.868745682423765174e+03 6.087194209767711017e+36
9.866473722291653758e+03 6.088837414991771956e+36
9.864202808009733417e+03 6.090820778837502776e+36
9.861932938856016335e+03 6.093165287874918992e+36
9.859664114109178627e+03 6.095296649044899543e+36
9.857396333048563974e+03 6.097204834338310270e+36
9.855129594954172717e+03 6.098820156515465468e+36
9.852863899106672761e+03 6.100755764529737638e+36
9.850599244787390489e+03 6.102684196253306236e+36
9.848335631278314395e+03 6.104488081926209431e+36
9.846073057862089627e+03 6.106477006605034487e+36
9.843811523822023446e+03 6.108494448880667673e+36
9.841551028442083407e+03 6.110493282581563485e+36
9.839291571006888262e+03 6.112107225620574426e+36
9.837033150801717056e+03 6.113318135111001916e+36
9.834775767112510948e+03 6.114193208331216889e+36
9.832519419225853198e+03 6.115288573269428022e+36
9.830264106428990999e+03 6.116600470676225569e+36
9.828009828009828198e+03 6.118100705145954513e+36
9.825756583256910744e+03 6.120191624455334433e+36
9.823504371459444883e+03 6.122408527061706415e+36
9.821253191907286237e+03 6.125056297770334672e+36
9.819003043890945264e+03 6.127582220783016087e+36
