# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 5.901752895424746964e+36
9.997667210984103804e+03 5.903490912633828468e+36
9.995335510095288555e+03 5.905342369922477683e+36
9.993004896572398138e+03 5.905538262064284989e+36
9.990675369654989481e+03 5.902301499726860952e+36
9.988346928583318004e+03 5.900436335613406829e+36
9.986019572598363084e+03 5.901528187113760973e+36
9.983693300941797133e+03 5.904874197621250841e+36
9.981368112856000153e+03 5.906737026772238142e+36
9.979044007584074279e+03 5.908719735067040513e+36
9.976720984369805592e+03 5.910258731171983799e+36
9.974399042457691394e+03 5.911589855244524149e+36
9.972078181092938394e+03 5.913508665785984758e+36
9.969758399521451793e+03 5.915155065959548869e+36
9.967439696989833465e+03 5.916885256500533825e+36
9.965122072745391051e+03 5.918701541790764830e+36
9.962805526036134324e+03 5.920424240495211939e+36
9.960490056110758815e+03 5.922062404060036549e+36
9.958175662218682191e+03 5.923544386632585915e+36
9.955862343609996969e+03 5.925310166226221913e+36
9.953550099535501431e+03 5.927163693189961905e+36
9.951238929246690532e+03 5.928943898281097862e+36
9.948928831995755900e+03 5.930605794954498902e+36
9.946619807035574922e+03 5.932119619856000677e+36
9.944311853619728936e+03 5.933907930921339003e+36
9.942004971002486855e+03 5.936077442555493055e+36
9.939699158438805171e+03 5.937763111061795365e+36
9.937394415184338868e+03 5.939297645147381256e+36
9.935090740495432328e+03 5.941064071852734427e+36
9.932788133629108415e+03 5.942880517329308171e+36
9.930486593843097580e+03 5.944751700596637626e+36
9.928186120395803300e+03 5.946635421193913247e+36
9.925886712546320268e+03 5.947843966270654715e+36
9.923588369554430756e+03 5.949422199672984996e+36
9.921291090680602792e+03 5.951291891838248004e+36
9.918994875185979254e+03 5.953265006540608261e+36
9.916699722332408783e+03 5.955476754424147851e+36
9.914405631382398496e+03 5.957506859858771214e+36
9.912112601599152185e+03 5.959453310844533185e+36
9.909820632246555761e+03 5.961194692055528943e+36
9.907529722589168159e+03 5.963086056095962220e+36
9.905239871892230440e+03 5.965096994461902332e+36
9.902951079421667600e+03 5.966904681290226266e+36
9.900663344444077666e+03 5.968522590922658267e+36
9.898376666226738962e+03 5.970300449444554571e+36
9.896091044037604661e+03 5.972412673139446879e+36
9.893806477145308236e+03 5.974865165654047177e+36
9.891522964819148910e+03 5.977461174555878989e+36
9.889240506329115306e+03 5.979671673127356481e+36
9.886959100945854516e+03 5.981506994875409189e+36
9.884678747940692119e+03 5.983027389509550100e+36
9.882399446585630358e+03 5.984390518503342777e+36
9.880121196153340861e+03 5.985500787093567590e+36
9.877843995917157372e+03 5.986748702978072912e+36
9.875567845151095753e+03 5.988518344338474421e+36
9.873292743129835799e+03 5.990874667076443180e+36
9.871018689128717597e+03 5.993399651055717950e+36
9.868745682423765174e+03 5.996162037943972634e+36
9.866473722291653758e+03 5.998851104684988281e+36
9.864202808009733417e+03 6.001521780165136807e+36
