# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 5.849082542098285023e+37
9.997667210984103804e+03 5.856923238030239259e+37
9.995335510095288555e+03 5.864949448924395342e+37
9.993004896572398138e+03 5.872992416140575034e+37
9.990675369654989481e+03 5.881104716646876165e+37
9.988346928583318004e+03 5.889263088778330602e+37
9.986019572598363084e+03 5.897410863984090123e+37
9.983693300941797133e+03 5.905386126838928623e+37
9.981368112856000153e+03 5.913596669079577564e+37
9.979044007584074279e+03 5.920320163017257197e+37
9.976720984369805592e+03 5.921364255544660723e+37
9.974399042457691394e+03 5.917921039190125710e+37
9.972078181092938394e+03 5.910112693107736148e+37
9.969758399521451793e+03 5.899311140040996749e+37
9.967439696989833465e+03 5.885237932620219079e+37
9.965122072745391051e+03 5.877056092266811250e+37
9.962805526036134324e+03 5.868583013610942987e+37
9.960490056110758815e+03 5.858687812363040115e+37
9.958175662218682191e+03 5.849940532834011401e+37
9.955862343609996969e+03 5.839541234143492513e+37
9.953550099535501431e+03 5.828951999774442221e+37
9.951238929246690532e+03 5.819658752970705880e+37
9.948928831995755900e+03 5.810127344203300567e+37
9.946619807035574922e+03 5.800587593249686199e+37
9.944311853619728936e+03 5.789327245350833937e+37
9.942004971002486855e+03 5.779360171233140414e+37
9.939699158438805171e+03 5.767959875327722108e+37
9.937394415184338868e+03 5.755574987470991172e+37
9.935090740495432328e+03 5.745750356152935024e+37
9.932788133629108415e+03 5.734433651119669585e+37
9.930486593843097580e+03 5.722287917892701572e+37
9.928186120395803300e+03 5.710920815924786572e+37
9.925886712546320268e+03 5.697598247403938626e+37
9.923588369554430756e+03 5.686029787084855741e+37
9.921291090680602792e+03 5.673733874242946954e+37
9.918994875185979254e+03 5.662115841734183241e+37
9.916699722332408783e+03 5.650448365516910483e+37
9.914405631382398496e+03 5.637964568168933456e+37
9.912112601599152185e+03 5.625134635381736048e+37
9.909820632246555761e+03 5.601897180660549261e+37
9.907529722589168159e+03 5.584254086466619453e+37
9.905239871892230440e+03 5.560567177265123645e+37
9.902951079421667600e+03 5.535595334649355298e+37
9.900663344444077666e+03 5.513302649413188962e+37
9.898376666226738962e+03 5.490878008166044881e+37
9.896091044037604661e+03 5.468777813357388503e+37
9.893806477145308236e+03 5.448283388321348599e+37
9.891522964819148910e+03 5.426950672890707053e+37
9.889240506329115306e+03 5.405566485851153332e+37
9.886959100945854516e+03 5.385955839724711917e+37
9.884678747940692119e+03 5.366429047083766948e+37
9.882399446585630358e+03 5.348719324921676349e+37
9.880121196153340861e+03 5.329907280523937838e+37
9.877843995917157372e+03 5.311802120868951417e+37
9.875567845151095753e+03 5.295723055033578324e+37
9.873292743129835799e+03 5.280201580937013242e+37
9.871018689128717597e+03 5.265918842229570856e+37
9.868745682423765174e+03 5.251624904077131732e+37
9.866473722291653758e+03 5.237066849393958373e+37
9.864202808009733417e+03 5.223374887123173492e+37
9.861932938856016335e+03 5.209621505801960599e+37
9.859664114109178627e+03 5.197687561137575314e+37
9.857396333048563974e+03 5.185987279915608851e+37
9.855129594954172717e+03 5.175403043418698625e+37
9.852863899106672761e+03 5.167056579815052412e+37
9.850599244787390489e+03 5.160085951442081500e+37
9.848335631278314395e+03 5.152884678246901391e+37
9.846073057862089627e+03 5.146173025335703329e+37
9.843811523822023446e+03 5.139779340049933112e+37
9.841551028442083407e+03 5.134589298172356689e+37
9.839291571006888262e+03 5.129816819038412497e+37
9.837033150801717056e+03 5.126856933329695549e+37
9.834775767112510948e+03 5.123504537052460911e+37
9.832519419225853198e+03 5.120015247749667507e+37
9.830264106428990999e+03 5.117465200872111607e+37
9.828009828009828198e+03 5.114695154529171919e+37
9.825756583256910744e+03 5.111013789100840089e+37
9.823504371459444883e+03 5.106854843365254223e+37
9.821253191907286237e+03 5.102092926391261188e+37
9.819003043890945264e+03 5.098152024420484569e+37
9.816753926701569071e+03 5.092857859840186499e+37
9.814505839630974151e+03 5.088080834425482293e+37
9.812258781971610006e+03 5.083218492811330766e+37
9.810012753016577335e+03 5.078477055387908498e+37
9.807767752059631675e+03 5.073303516856404401e+37
9.805523778395163390e+03 5.068600928288476912e+37
9.803280831318212222e+03 5.063388964371414079e+37
9.801038910124472750e+03 5.057876014616795791e+37
9.798798014110270742e+03 5.053381608684861869e+37
9.796558142572575889e+03 5.049063201780213062e+37
9.794319294809010898e+03 5.043148801281069354e+37
9.792081470117831486e+03 5.035469558595786692e+37
9.789844667797937291e+03 5.028010448745508878e+37
9.787608887148870053e+03 5.018957678357822557e+37
9.785374127470808162e+03 5.009286305873674113e+37
9.783140388064568469e+03 4.999286214134263446e+37
9.780907668231611751e+03 4.988355159134786751e+37
9.778675967274031791e+03 4.977528809988296165e+37
9.776445284494557200e+03 4.965254856611280796e+37
9.774215619196560510e+03 4.952104324147071686e+37
9.771986970684039989e+03 4.938751223234911415e+37
9.769759338261632365e+03 4.923808768193116531e+37
9.767532721234616474e+03 4.909591010537436086e+37
9.765307118908889606e+03 4.894943915269731418e+37
9.763082530590991155e+03 4.878777518866418809e+37
9.760858955588091703e+03 4.861791942404147191e+37
9.758636393207989386e+03 4.845028347088176782e+37
9.756414842759113526e+03 4.834569294476780003e+37
9.754194303550526456e+03 4.823860080150269227e+37
9.751974774891916240e+03 4.813471511552646797e+37
9.749756256093596676e+03 4.803570165719819253e+37
9.747538746466518205e+03 4.792897122405719877e+37
9.745322245322246090e+03 4.781741783645232212e+37
9.743106751972978600e+03 4.770739845091802361e+37
9.740892265731541556e+03 4.759231411649328722e+37
9.738678785911377418e+03 4.747093277572412269e+37
9.736466311826559831e+03 4.735587725071167551e+37
9.734254842791784540e+03 4.726318761786428995e+37
9.732044378122365742e+03 4.717212752415059007e+37
9.729834917134237912e+03 4.708314183833123207e+37
9.727626459143968532e+03 4.698948828292027842e+37
9.725419003468732626e+03 4.696257751600569159e+37
9.723212549426329133e+03 4.696581062783711816e+37
9.721007096335180904e+03 4.699019834570723095e+37
9.718802643514320152e+03 4.701718113946247110e+37
9.716599190283399366e+03 4.706287798261285599e+37
9.714396735962696766e+03 4.711018556695338539e+37
9.712195279873094478e+03 4.717127530292051402e+37
9.709994821336094901e+03 4.724860271475169467e+37
9.707795359673818893e+03 4.734438741046110716e+37
9.705596894208994854e+03 4.743560219017801946e+37
9.703399424264966001e+03 4.755778281358468067e+37
9.701202949165697646e+03 4.769679017287707238e+37
9.699007468235751730e+03 4.786102874132390999e+37
9.696812980800310470e+03 4.802176208268470296e+37
9.694619486185167261e+03 4.816821040480050153e+37
9.692426983716724862e+03 4.832541405353057987e+37
9.690235472721986298e+03 4.850772895951682512e+37
9.688044952528580325e+03 4.869564252922210072e+37
9.685855422464728690e+03 4.891339524910329492e+37
9.683666881859262503e+03 4.913618332554617373e+37
9.681479330041629510e+03 4.936063347007304330e+37
9.679292766341874085e+03 4.961035511516642560e+37
9.677107190090642689e+03 4.985896587772293121e+37
9.674922600619194782e+03 5.011704688745873067e+37
9.672738997259391908e+03 5.038395654398717358e+37
9.670556379343692242e+03 5.066491296856934120e+37
9.668374746205161500e+03 5.096824790168055326e+37
9.666194097177471122e+03 5.128249557569064428e+37
9.664014431594883717e+03 5.156678325107362504e+37
9.661835748792271261e+03 5.184986166966822673e+37
9.659658048105096896e+03 5.212937175307001498e+37
9.657481328869431309e+03 5.241891377685030291e+37
9.655305590421936358e+03 5.272021896580225284e+37
9.653130832099877807e+03 5.303007703795115945e+37
9.650957053241112590e+03 5.332383410927886245e+37
9.648784253184099725e+03 5.362959354037794728e+37
9.646612431267887587e+03 5.393357737530907282e+37
9.644441586832122994e+03 5.422654795134548464e+37
9.642271719217049395e+03 5.452972088285107225e+37
9.640102827763495952e+03 5.482283680022680158e+37
9.637934911812893915e+03 5.511626061273544798e+37
9.635767970707265704e+03 5.540653301759977451e+37
9.633602003789217633e+03 5.570129244359464856e+37
9.631437010401950829e+03 5.597985190923843565e+37
9.629272989889263044e+03 5.626191776133558030e+37
9.627109941595532291e+03 5.653185312353530751e+37
9.624947864865731390e+03 5.680266102070541542e+37
9.622786759045420695e+03 5.707436725352981701e+37
9.620626623480744456e+03 5.734570235683585570e+37
9.618467457518434458e+03 5.762059280174552137e+37
9.616309260505819111e+03 5.788126762638175161e+37
9.614152031790797992e+03 5.812807586997310342e+37
9.611995770721860026e+03 5.837004591084551229e+37
9.609840476648087133e+03 5.862265950058756075e+37
9.607686148919137850e+03 5.887601764543374338e+37
9.605532786885245514e+03 5.912434253199051966e+37
9.603380389897243731e+03 5.937382055632596462e+37
9.601228957306537268e+03 5.960905201665521266e+37
9.599078488465107512e+03 5.984845341779567637e+37
9.596928982725527021e+03 6.008206247588396481e+37
9.594780439440944974e+03 6.031120659684860135e+37
9.592632857965083531e+03 6.053570998049360697e+37
9.590486237652250566e+03 6.075992963350022002e+37
9.588340577857325115e+03 6.097004932726686933e+37
9.586195877935771932e+03 6.117658070144842994e+37
9.584052137243626930e+03 6.137253914063676497e+37
9.581909355137500825e+03 6.155617341028851884e+37
9.579767530974582769e+03 6.173840170817824813e+37
9.577626664112633080e+03 6.191717614440127925e+37
9.575486753909990512e+03 6.207788855751954108e+37
9.573347799725563164e+03 6.223680534467018235e+37
9.571209800918835754e+03 6.238725917336569771e+37
9.569072756849862344e+03 6.252969034619180468e+37
9.566936666879264521e+03 6.265693458969875972e+37
9.564801530368245949e+03 6.276570407067616010e+37
9.562667346678568720e+03 6.287045612061496079e+37
9.560534115172567908e+03 6.295099352343516928e+37
9.558401835213153390e+03 6.302397496638324955e+37
9.556270506163793470e+03 6.307860756170385980e+37
9.554140127388534893e+03 6.312121633429618799e+37
9.552010698251982831e+03 6.316452500809586557e+37
9.549882218119309982e+03 6.321665887027072421e+37
9.547754686356256570e+03 6.327752508816183264e+37
9.545628102329132162e+03 6.333533869833454057e+37
9.543502465404802933e+03 6.339184828202708328e+37
9.541377774950702587e+03 6.345085691974824395e+37
9.539254030334828713e+03 6.351117638102615896e+37
9.537131230925739146e+03 6.357111024875131936e+37
9.535009376092551975e+03 6.341016076637151001e+37
9.532888465204956447e+03 6.322952199844116703e+37
9.530768497633192965e+03 6.301218312782353254e+37
9.528649472748062180e+03 6.269237857165044947e+37
9.526531389920930451e+03 6.235104731373676251e+37
9.524414248523715287e+03 6.192680222810037305e+37
9.522298047928899905e+03 6.155763309272009349e+37
9.520182787509520494e+03 6.108502777258838401e+37
9.518068466639169856e+03 6.060469039365840711e+37
9.515955084691999218e+03 6.007048667674810396e+37
9.513842641042716423e+03 5.953632888760624252e+37
9.511731135066582283e+03 5.898001225569022746e+37
9.509620566139410585e+03 5.840886684388335765e+37
9.507510933637573544e+03 5.779639599783194372e+37
9.505402236937994530e+03 5.712104206774889907e+37
9.503294475418144430e+03 5.648243538988263880e+37
9.501187648456058014e+03 5.578562020774735444e+37
9.499081755430310295e+03 5.501010955940511070e+37
9.496976795720029259e+03 5.422043644872555427e+37
9.494872768704899499e+03 5.338866840750788826e+37
9.492769673765149491e+03 5.257725245693801197e+37
9.490667510281555224e+03 5.172907783108190001e+37
9.488566277635449296e+03 5.081929157134918971e+37
9.486465975208702730e+03 4.983073488037604188e+37
9.484366602383737700e+03 4.881587726110749487e+37
9.482268158543523896e+03 4.776388711512872393e+37
