# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 1.054549175421444837e+37
9.997667210984103804e+03 1.055250296254008868e+37
9.995335510095288555e+03 1.055891391295681632e+37
9.993004896572398138e+03 1.056423581945874916e+37
9.990675369654989481e+03 1.055960378447871423e+37
9.988346928583318004e+03 1.052784489166928057e+37
9.986019572598363084e+03 1.048087120428507476e+37
9.983693300941797133e+03 1.043469441572897833e+37
9.981368112856000153e+03 1.039559711258272003e+37
9.979044007584074279e+03 1.035537580374612916e+37
9.976720984369805592e+03 1.032408446503069003e+37
9.974399042457691394e+03 1.031859822339434569e+37
9.972078181092938394e+03 1.032822335737170009e+37
9.969758399521451793e+03 1.032985107002632020e+37
9.967439696989833465e+03 1.032241771321807117e+37
9.965122072745391051e+03 1.032541230647328899e+37
9.962805526036134324e+03 1.032639443641066467e+37
9.960490056110758815e+03 1.032750674157545082e+37
9.958175662218682191e+03 1.033113940284417266e+37
9.955862343609996969e+03 1.032968211363654587e+37
9.953550099535501431e+03 1.033092654411767395e+37
9.951238929246690532e+03 1.033299878290020743e+37
9.948928831995755900e+03 1.033547613492122393e+37
9.946619807035574922e+03 1.033415710189657634e+37
9.944311853619728936e+03 1.032951279768381240e+37
9.942004971002486855e+03 1.032569025817545969e+37
9.939699158438805171e+03 1.032404447421404493e+37
9.937394415184338868e+03 1.032429575527002976e+37
9.935090740495432328e+03 1.032428250583209068e+37
9.932788133629108415e+03 1.032500404836654597e+37
9.930486593843097580e+03 1.032727010943909684e+37
9.928186120395803300e+03 1.033060431607066498e+37
9.925886712546320268e+03 1.033189363125238970e+37
9.923588369554430756e+03 1.033265508135494322e+37
9.921291090680602792e+03 1.033218264796823594e+37
9.918994875185979254e+03 1.033073621658659787e+37
9.916699722332408783e+03 1.032989469569119639e+37
9.914405631382398496e+03 1.032843356447660452e+37
9.912112601599152185e+03 1.032906958881897672e+37
9.909820632246555761e+03 1.033185534225144808e+37
9.907529722589168159e+03 1.034019218925942986e+37
9.905239871892230440e+03 1.034852340814158790e+37
