# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 2.639169790937229597e+36
9.997667210984103804e+03 2.639655049427383521e+36
9.995335510095288555e+03 2.640091368762159696e+36
9.993004896572398138e+03 2.640291501686009064e+36
9.990675369654989481e+03 2.640642509147909762e+36
9.988346928583318004e+03 2.641095360490097978e+36
9.986019572598363084e+03 2.641573303193198592e+36
9.983693300941797133e+03 2.642019754095530750e+36
9.981368112856000153e+03 2.642504879471770256e+36
9.979044007584074279e+03 2.642983843671830409e+36
9.976720984369805592e+03 2.643506035911024921e+36
9.974399042457691394e+03 2.644027178726750569e+36
9.972078181092938394e+03 2.644535166155586756e+36
9.969758399521451793e+03 2.644987705123799015e+36
9.967439696989833465e+03 2.645294030051381320e+36
9.965122072745391051e+03 2.645577599613120444e+36
9.962805526036134324e+03 2.645948170434769089e+36
9.960490056110758815e+03 2.646410663246877067e+36
9.958175662218682191e+03 2.646841483332450070e+36
9.955862343609996969e+03 2.647320360760900290e+36
9.953550099535501431e+03 2.647858193151902288e+36
9.951238929246690532e+03 2.648392342951828448e+36
9.948928831995755900e+03 2.648851421052930643e+36
9.946619807035574922e+03 2.649275026861750234e+36
9.944311853619728936e+03 2.649735578557617599e+36
9.942004971002486855e+03 2.650213801523365338e+36
9.939699158438805171e+03 2.650725908100507456e+36
9.937394415184338868e+03 2.651201544094085632e+36
9.935090740495432328e+03 2.651562072039246327e+36
9.932788133629108415e+03 2.651992448972711768e+36
9.930486593843097580e+03 2.652487640864653100e+36
9.928186120395803300e+03 2.653082628393173870e+36
9.925886712546320268e+03 2.653540216464426470e+36
9.923588369554430756e+03 2.653956508589574332e+36
9.921291090680602792e+03 2.654360782058643940e+36
9.918994875185979254e+03 2.654846465133060986e+36
9.916699722332408783e+03 2.655427994280450357e+36
9.914405631382398496e+03 2.655948875251447628e+36
9.912112601599152185e+03 2.656434452440697762e+36
9.909820632246555761e+03 2.656978876193625053e+36
9.907529722589168159e+03 2.657552063457318041e+36
9.905239871892230440e+03 2.657969575759821873e+36
9.902951079421667600e+03 2.658298604333807294e+36
9.900663344444077666e+03 2.658690942182688783e+36
9.898376666226738962e+03 2.659083366485481820e+36
9.896091044037604661e+03 2.659465019372407770e+36
9.893806477145308236e+03 2.659821827099716592e+36
9.891522964819148910e+03 2.660242145738033518e+36
9.889240506329115306e+03 2.660694292358223392e+36
9.886959100945854516e+03 2.661030792583684430e+36
9.884678747940692119e+03 2.661369383312817422e+36
9.882399446585630358e+03 2.661741146996626595e+36
9.880121196153340861e+03 2.662054309769570494e+36
9.877843995917157372e+03 2.662388798289580141e+36
9.875567845151095753e+03 2.662800897531492159e+36
9.873292743129835799e+03 2.663304398732852700e+36
9.871018689128717597e+03 2.663731628921073295e+36
9.868745682423765174e+03 2.664114322607366446e+36
9.866473722291653758e+03 2.664607279622098885e+36
9.864202808009733417e+03 2.665007402437432241e+36
9.861932938856016335e+03 2.665467626383962463e+36
9.859664114109178627e+03 2.665971088506673694e+36
9.857396333048563974e+03 2.666316813497305118e+36
9.855129594954172717e+03 2.666706006837256188e+36
9.852863899106672761e+03 2.667170240766755798e+36
9.850599244787390489e+03 2.667638983836331223e+36
9.848335631278314395e+03 2.667998218190973330e+36
9.846073057862089627e+03 2.668379871829514081e+36
9.843811523822023446e+03 2.668889715429232224e+36
9.841551028442083407e+03 2.669274794439315375e+36
9.839291571006888262e+03 2.669629750251903424e+36
9.837033150801717056e+03 2.670021471388148535e+36
9.834775767112510948e+03 2.670465447918348483e+36
9.832519419225853198e+03 2.670806266014219823e+36
9.830264106428990999e+03 2.671214689689521249e+36
9.828009828009828198e+03 2.671673001064826526e+36
9.825756583256910744e+03 2.672171285160175046e+36
9.823504371459444883e+03 2.672613447531023836e+36
9.821253191907286237e+03 2.672931474550353140e+36
9.819003043890945264e+03 2.673203468151659692e+36
9.816753926701569071e+03 2.673555375993154799e+36
9.814505839630974151e+03 2.673944493248096179e+36
9.812258781971610006e+03 2.674293887489193095e+36
9.810012753016577335e+03 2.674678645855061189e+36
9.807767752059631675e+03 2.675204620617646480e+36
9.805523778395163390e+03 2.675652829607615108e+36
9.803280831318212222e+03 2.676108405397540841e+36
9.801038910124472750e+03 2.676583034869863836e+36
9.798798014110270742e+03 2.677051055423832302e+36
9.796558142572575889e+03 2.677505136820628343e+36
9.794319294809010898e+03 2.678032304311085407e+36
9.792081470117831486e+03 2.678592866836262422e+36
9.789844667797937291e+03 2.679138655997677067e+36
9.787608887148870053e+03 2.679626056713321312e+36
9.785374127470808162e+03 2.679992306360498097e+36
9.783140388064568469e+03 2.680239907175783781e+36
9.780907668231611751e+03 2.680631993186777273e+36
9.778675967274031791e+03 2.680839929521260401e+36
9.776445284494557200e+03 2.681120067988432400e+36
9.774215619196560510e+03 2.681617663806412384e+36
9.771986970684039989e+03 2.681972768656443910e+36
9.769759338261632365e+03 2.682497911270983739e+36
9.767532721234616474e+03 2.683022061363101358e+36
9.765307118908889606e+03 2.683669124040467262e+36
9.763082530590991155e+03 2.684315786622462497e+36
9.760858955588091703e+03 2.684846631254426389e+36
9.758636393207989386e+03 2.685489139816578706e+36
9.756414842759113526e+03 2.686106851104412963e+36
9.754194303550526456e+03 2.686724937273609898e+36
9.751974774891916240e+03 2.687150858983611797e+36
9.749756256093596676e+03 2.687469954274255615e+36
9.747538746466518205e+03 2.687732698234218348e+36
9.745322245322246090e+03 2.688094822161729413e+36
9.743106751972978600e+03 2.688165122309540691e+36
9.740892265731541556e+03 2.688417597773926370e+36
9.738678785911377418e+03 2.688482228928645272e+36
9.736466311826559831e+03 2.688668274860638622e+36
9.734254842791784540e+03 2.688826578756447699e+36
9.732044378122365742e+03 2.689334171720644897e+36
9.729834917134237912e+03 2.689683422376729100e+36
9.727626459143968532e+03 2.690138107429445088e+36
9.725419003468732626e+03 2.690540301475783904e+36
9.723212549426329133e+03 2.690495316095348566e+36
9.721007096335180904e+03 2.690692736766523823e+36
9.718802643514320152e+03 2.690768883651884158e+36
9.716599190283399366e+03 2.691134703185907516e+36
9.714396735962696766e+03 2.691514305055149761e+36
9.712195279873094478e+03 2.691862639710728889e+36
9.709994821336094901e+03 2.692451371217418776e+36
9.707795359673818893e+03 2.692790506307899215e+36
9.705596894208994854e+03 2.693163027519772178e+36
9.703399424264966001e+03 2.693633698351636890e+36
9.701202949165697646e+03 2.693795388582582986e+36
9.699007468235751730e+03 2.694076386467242060e+36
9.696812980800310470e+03 2.694419161922459190e+36
9.694619486185167261e+03 2.694439587264057273e+36
9.692426983716724862e+03 2.694842380049352046e+36
9.690235472721986298e+03 2.695277862198258063e+36
9.688044952528580325e+03 2.695909543844016836e+36
9.685855422464728690e+03 2.696276399091750439e+36
9.683666881859262503e+03 2.696585978843470856e+36
9.681479330041629510e+03 2.697163045443650875e+36
9.679292766341874085e+03 2.697529535427915090e+36
9.677107190090642689e+03 2.698049500148831398e+36
9.674922600619194782e+03 2.698523745227038372e+36
9.672738997259391908e+03 2.698885994429465064e+36
9.670556379343692242e+03 2.698871547506633234e+36
9.668374746205161500e+03 2.699116835602234459e+36
9.666194097177471122e+03 2.698994451540988046e+36
9.664014431594883717e+03 2.698941132732766480e+36
9.661835748792271261e+03 2.699231711143887725e+36
9.659658048105096896e+03 2.699518754505195139e+36
9.657481328869431309e+03 2.700059379623616322e+36
9.655305590421936358e+03 2.700491547911586235e+36
9.653130832099877807e+03 2.700987109209054842e+36
9.650957053241112590e+03 2.701742044354064048e+36
9.648784253184099725e+03 2.702241819540376142e+36
9.646612431267887587e+03 2.703127492938423164e+36
9.644441586832122994e+03 2.703638336713167256e+36
9.642271719217049395e+03 2.703989634916947356e+36
9.640102827763495952e+03 2.704194197577530592e+36
9.637934911812893915e+03 2.704540747178146508e+36
9.635767970707265704e+03 2.704598167405163838e+36
9.633602003789217633e+03 2.704045796752357305e+36
9.631437010401950829e+03 2.703944169452693179e+36
9.629272989889263044e+03 2.704012370881616057e+36
9.627109941595532291e+03 2.703498710656204689e+36
9.624947864865731390e+03 2.703725189758814385e+36
9.622786759045420695e+03 2.703851415551887226e+36
9.620626623480744456e+03 2.704329816648708838e+36
9.618467457518434458e+03 2.704550018117966447e+36
9.616309260505819111e+03 2.704805580946484156e+36
9.614152031790797992e+03 2.705528418679746711e+36
9.611995770721860026e+03 2.705964803710903624e+36
9.609840476648087133e+03 2.706718003041222544e+36
9.607686148919137850e+03 2.707048280320605055e+36
9.605532786885245514e+03 2.707503697673462390e+36
9.603380389897243731e+03 2.707842041676790703e+36
9.601228957306537268e+03 2.708242302052266055e+36
9.599078488465107512e+03 2.708520631701745109e+36
9.596928982725527021e+03 2.708809550841473717e+36
9.594780439440944974e+03 2.709114355788581623e+36
9.592632857965083531e+03 2.709452082230019698e+36
9.590486237652250566e+03 2.709664894597507668e+36
9.588340577857325115e+03 2.709879973290468835e+36
9.586195877935771932e+03 2.710326857452160549e+36
9.584052137243626930e+03 2.710858883848487025e+36
9.581909355137500825e+03 2.711256028937067040e+36
9.579767530974582769e+03 2.711789240211207601e+36
9.577626664112633080e+03 2.712358123017855774e+36
9.575486753909990512e+03 2.713026756885040477e+36
9.573347799725563164e+03 2.713564674834655024e+36
9.571209800918835754e+03 2.714078411204819332e+36
9.569072756849862344e+03 2.714477535584677136e+36
9.566936666879264521e+03 2.714612928655168371e+36
9.564801530368245949e+03 2.714663311011111354e+36
9.562667346678568720e+03 2.714965523313329684e+36
9.560534115172567908e+03 2.715219496583535801e+36
9.558401835213153390e+03 2.715360395467744339e+36
9.556270506163793470e+03 2.715652550753498182e+36
9.554140127388534893e+03 2.715926781243302569e+36
9.552010698251982831e+03 2.715824094157969055e+36
9.549882218119309982e+03 2.715913948722751586e+36
9.547754686356256570e+03 2.716000993027978434e+36
9.545628102329132162e+03 2.715964816984242085e+36
9.543502465404802933e+03 2.716249005054162264e+36
9.541377774950702587e+03 2.716409924492695719e+36
9.539254030334828713e+03 2.716659201064606456e+36
9.537131230925739146e+03 2.716910959981702603e+36
9.535009376092551975e+03 2.716947897303987903e+36
9.532888465204956447e+03 2.717488291197946526e+36
9.530768497633192965e+03 2.717786164932793998e+36
9.528649472748062180e+03 2.718203299350348623e+36
9.526531389920930451e+03 2.718461450931278629e+36
9.524414248523715287e+03 2.718714697300109780e+36
9.522298047928899905e+03 2.719019729098532765e+36
9.520182787509520494e+03 2.719423781165874307e+36
9.518068466639169856e+03 2.719728398619874636e+36
9.515955084691999218e+03 2.720123781963246466e+36
9.513842641042716423e+03 2.720533161642652720e+36
9.511731135066582283e+03 2.720946095870450226e+36
9.509620566139410585e+03 2.721256006188237652e+36
9.507510933637573544e+03 2.721620055568687456e+36
9.505402236937994530e+03 2.722025798466293799e+36
9.503294475418144430e+03 2.722504126547251388e+36
9.501187648456058014e+03 2.722886236726886265e+36
9.499081755430310295e+03 2.723239567540210162e+36
9.496976795720029259e+03 2.723619632829973736e+36
9.494872768704899499e+03 2.724442284523876854e+36
9.492769673765149491e+03 2.724776731855544756e+36
9.490667510281555224e+03 2.725152620454689072e+36
9.488566277635449296e+03 2.725588662195387282e+36
9.486465975208702730e+03 2.725994518975559601e+36
9.484366602383737700e+03 2.726432677626145215e+36
9.482268158543523896e+03 2.726866812652593719e+36
9.480170643071576706e+03 2.727334276668397963e+36
9.478074055351951756e+03 2.727821176978581153e+36
9.475978394769259467e+03 2.728240222188315995e+36
9.473883660708646858e+03 2.728631381860197127e+36
9.471789852555803009e+03 2.729026548421058790e+36
9.469696969696969973e+03 2.729387716737787979e+36
9.467605011518920946e+03 2.729831921432330444e+36
9.465513977408973005e+03 2.730308599471891142e+36
9.463423866754992559e+03 2.730876519829832753e+36
9.461334678945377163e+03 2.731396206578422526e+36
9.459246413369068250e+03 2.731893990226201239e+36
9.457159069415547492e+03 2.732558362329563530e+36
9.455072646474834983e+03 2.733141197028801959e+36
9.452987143937483779e+03 2.733778094470614262e+36
9.450902561194594455e+03 2.734385959477173352e+36
9.448818897637795089e+03 2.734892327267236104e+36
9.446736152659255822e+03 2.735305459254810893e+36
9.444654325651681575e+03 2.735670684786387084e+36
9.442573416008310232e+03 2.735452878820333426e+36
9.440493423122914464e+03 2.735662678051678612e+36
9.438414346389807179e+03 2.735726934005191906e+36
9.436336185203825153e+03 2.735541470286662741e+36
9.434258938960343585e+03 2.735781889430556871e+36
9.432182607055272456e+03 2.736136044243942115e+36
9.430107188885047435e+03 2.736670869779839473e+36
9.428032683846637156e+03 2.736522564601229595e+36
9.425959091337543214e+03 2.736966791506367363e+36
9.423886410755796533e+03 2.737380235223498665e+36
9.421814641499951904e+03 2.738058810927978243e+36
9.419743782969102540e+03 2.738965856699395371e+36
9.417673834562863703e+03 2.739910487322736142e+36
9.415604795681376345e+03 2.741136735503356989e+36
9.413536665725312560e+03 2.742124145604075186e+36
9.411469444095871950e+03 2.743085563491885530e+36
9.409403130194774349e+03 2.743698909642919636e+36
9.407337723424270735e+03 2.744636466921969702e+36
9.405273223187134136e+03 2.745499225945634457e+36
9.403209628886659630e+03 2.746078989515975914e+36
9.401146939926671621e+03 2.746835415563294874e+36
9.399085155711511106e+03 2.747851925963483004e+36
9.397024275646044771e+03 2.748902507166440434e+36
9.394964299135663168e+03 2.750068359860727098e+36
9.392905225586275265e+03 2.751413954077782760e+36
9.390847054404306618e+03 2.753181813600162629e+36
9.388789784996713934e+03 2.755185859976983636e+36
9.386733416770965050e+03 2.757477823024208708e+36
9.384677949135044400e+03 2.760077889877890142e+36
9.382623381497467562e+03 2.762759463921277470e+36
9.380569713267253974e+03 2.765259163067000105e+36
9.378516943853945122e+03 2.767594114315091545e+36
