# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 7.250458218196503066e+36
9.997667210984103804e+03 7.252639298191763687e+36
9.995335510095288555e+03 7.255137964505092569e+36
9.993004896572398138e+03 7.257279918883822657e+36
9.990675369654989481e+03 7.251206480214604608e+36
9.988346928583318004e+03 7.245087349670038078e+36
9.986019572598363084e+03 7.239710016099784945e+36
9.983693300941797133e+03 7.240630757490422794e+36
9.981368112856000153e+03 7.242466846118780578e+36
9.979044007584074279e+03 7.245587491160205890e+36
9.976720984369805592e+03 7.247489441715637276e+36
9.974399042457691394e+03 7.250685171326467071e+36
9.972078181092938394e+03 7.253937153647713213e+36
9.969758399521451793e+03 7.256557714333273642e+36
9.967439696989833465e+03 7.259985277695008341e+36
9.965122072745391051e+03 7.263122186014566639e+36
9.962805526036134324e+03 7.265862647694098096e+36
9.960490056110758815e+03 7.268611255488348428e+36
9.958175662218682191e+03 7.271338232977516307e+36
9.955862343609996969e+03 7.273690393060269079e+36
9.953550099535501431e+03 7.276260231826243892e+36
9.951238929246690532e+03 7.278631947388328010e+36
9.948928831995755900e+03 7.280244504252170906e+36
9.946619807035574922e+03 7.282127024401392770e+36
9.944311853619728936e+03 7.284034391798122800e+36
9.942004971002486855e+03 7.287137881041687940e+36
9.939699158438805171e+03 7.290281441591302065e+36
9.937394415184338868e+03 7.293115982305917473e+36
9.935090740495432328e+03 7.295415101059457922e+36
9.932788133629108415e+03 7.297632328721425312e+36
9.930486593843097580e+03 7.300071665391188497e+36
9.928186120395803300e+03 7.302620966347601839e+36
9.925886712546320268e+03 7.305227871681624298e+36
9.923588369554430756e+03 7.307525739015675770e+36
9.921291090680602792e+03 7.309358895086461796e+36
9.918994875185979254e+03 7.310571071641833429e+36
9.916699722332408783e+03 7.312063229089408539e+36
9.914405631382398496e+03 7.314697844159025207e+36
9.912112601599152185e+03 7.317537216601725416e+36
9.909820632246555761e+03 7.320698285533508231e+36
9.907529722589168159e+03 7.324098521272565402e+36
9.905239871892230440e+03 7.327433300961554246e+36
9.902951079421667600e+03 7.330674871353916644e+36
9.900663344444077666e+03 7.334038015412342214e+36
9.898376666226738962e+03 7.337440663333237912e+36
9.896091044037604661e+03 7.340403660611849683e+36
9.893806477145308236e+03 7.343313149435783371e+36
9.891522964819148910e+03 7.346378297041965604e+36
9.889240506329115306e+03 7.349241970196629524e+36
9.886959100945854516e+03 7.352061978922116410e+36
9.884678747940692119e+03 7.354238577811559007e+36
9.882399446585630358e+03 7.356156331993310233e+36
9.880121196153340861e+03 7.357815328616401585e+36
9.877843995917157372e+03 7.360063619471251011e+36
9.875567845151095753e+03 7.363144103338097140e+36
9.873292743129835799e+03 7.366134920640187792e+36
9.871018689128717597e+03 7.369065142258613036e+36
9.868745682423765174e+03 7.371985183690183740e+36
9.866473722291653758e+03 7.374922290734527663e+36
9.864202808009733417e+03 7.377997847164690804e+36
9.861932938856016335e+03 7.381345173826841023e+36
9.859664114109178627e+03 7.384379362283924033e+36
9.857396333048563974e+03 7.387358671129987562e+36
9.855129594954172717e+03 7.389685923835339741e+36
9.852863899106672761e+03 7.391722537462767021e+36
9.850599244787390489e+03 7.393848976091910742e+36
9.848335631278314395e+03 7.395208303093378989e+36
9.846073057862089627e+03 7.396167729330454295e+36
9.843811523822023446e+03 7.397486529275058609e+36
9.841551028442083407e+03 7.398948395834877618e+36
9.839291571006888262e+03 7.400729883788272384e+36
9.837033150801717056e+03 7.402143248859669755e+36
9.834775767112510948e+03 7.402913955599487998e+36
9.832519419225853198e+03 7.404161606538831828e+36
9.830264106428990999e+03 7.405922267498699146e+36
9.828009828009828198e+03 7.408649785131229196e+36
9.825756583256910744e+03 7.411468494479115048e+36
9.823504371459444883e+03 7.413854448249176900e+36
9.821253191907286237e+03 7.416626255341802458e+36
9.819003043890945264e+03 7.419459677043519877e+36
9.816753926701569071e+03 7.421900067837088864e+36
9.814505839630974151e+03 7.424487861685842097e+36
9.812258781971610006e+03 7.426580401393868196e+36
9.810012753016577335e+03 7.428745950162488055e+36
9.807767752059631675e+03 7.430603462574947536e+36
9.805523778395163390e+03 7.431711076576387711e+36
9.803280831318212222e+03 7.432879099377474776e+36
9.801038910124472750e+03 7.434236145540730929e+36
9.798798014110270742e+03 7.435143720202188819e+36
9.796558142572575889e+03 7.437145513480379854e+36
9.794319294809010898e+03 7.439763763066123746e+36
9.792081470117831486e+03 7.442601684242474771e+36
9.789844667797937291e+03 7.445679224046866088e+36
9.787608887148870053e+03 7.448892440103282224e+36
9.785374127470808162e+03 7.451662793386079025e+36
9.783140388064568469e+03 7.454446345595810415e+36
9.780907668231611751e+03 7.457235893352488901e+36
9.778675967274031791e+03 7.460306908861650719e+36
9.776445284494557200e+03 7.463202628958971346e+36
9.774215619196560510e+03 7.465897902796309565e+36
9.771986970684039989e+03 7.468398274521769915e+36
9.769759338261632365e+03 7.471485451963921914e+36
9.767532721234616474e+03 7.475090266930279172e+36
9.765307118908889606e+03 7.479118063475581358e+36
9.763082530590991155e+03 7.482609376861272078e+36
9.760858955588091703e+03 7.486286901552053444e+36
9.758636393207989386e+03 7.489906193009618923e+36
9.756414842759113526e+03 7.493160948120722428e+36
9.754194303550526456e+03 7.496274810596056748e+36
9.751974774891916240e+03 7.499322883849341752e+36
9.749756256093596676e+03 7.502065931634614550e+36
9.747538746466518205e+03 7.504126661647304311e+36
9.745322245322246090e+03 7.506131466534197545e+36
9.743106751972978600e+03 7.507703633593584903e+36
9.740892265731541556e+03 7.506107895511904116e+36
9.738678785911377418e+03 7.503667091464144563e+36
9.736466311826559831e+03 7.500571615534118173e+36
9.734254842791784540e+03 7.501195097282819795e+36
9.732044378122365742e+03 7.502989619610895957e+36
9.729834917134237912e+03 7.504933867702635861e+36
9.727626459143968532e+03 7.506611966927961813e+36
9.725419003468732626e+03 7.509232813446584327e+36
9.723212549426329133e+03 7.511450462497816629e+36
9.721007096335180904e+03 7.513088206825696382e+36
9.718802643514320152e+03 7.515531809467572827e+36
9.716599190283399366e+03 7.517578257606009392e+36
9.714396735962696766e+03 7.519689053967280359e+36
9.712195279873094478e+03 7.522004035168303581e+36
9.709994821336094901e+03 7.524172819719831159e+36
9.707795359673818893e+03 7.526210046207520465e+36
9.705596894208994854e+03 7.528749520066444882e+36
9.703399424264966001e+03 7.531110400751760925e+36
9.701202949165697646e+03 7.534284532313632528e+36
9.699007468235751730e+03 7.537458364756636535e+36
9.696812980800310470e+03 7.539990190468540225e+36
9.694619486185167261e+03 7.542662159684032285e+36
9.692426983716724862e+03 7.545432490167632121e+36
9.690235472721986298e+03 7.548045570080226705e+36
9.688044952528580325e+03 7.550552095372816758e+36
9.685855422464728690e+03 7.553052509151028556e+36
9.683666881859262503e+03 7.554223235519814402e+36
9.681479330041629510e+03 7.554875737851466996e+36
9.679292766341874085e+03 7.556026068035142214e+36
9.677107190090642689e+03 7.558920170879806447e+36
9.674922600619194782e+03 7.561689287808396018e+36
9.672738997259391908e+03 7.564306892645117135e+36
9.670556379343692242e+03 7.566738654135726074e+36
9.668374746205161500e+03 7.570536502710683815e+36
9.666194097177471122e+03 7.574271997920905033e+36
9.664014431594883717e+03 7.577571480997711419e+36
9.661835748792271261e+03 7.580762434241581565e+36
9.659658048105096896e+03 7.583152238978949439e+36
9.657481328869431309e+03 7.585432404392848213e+36
9.655305590421936358e+03 7.587546155655147662e+36
9.653130832099877807e+03 7.588173418426414441e+36
9.650957053241112590e+03 7.584774388173445278e+36
9.648784253184099725e+03 7.582595020540252391e+36
9.646612431267887587e+03 7.579800900456558109e+36
9.644441586832122994e+03 7.584480339537695785e+36
9.642271719217049395e+03 7.588333290765135103e+36
9.640102827763495952e+03 7.592382147891975264e+36
9.637934911812893915e+03 7.596668947062068072e+36
9.635767970707265704e+03 7.601128113349887845e+36
9.633602003789217633e+03 7.604682594243290560e+36
9.631437010401950829e+03 7.607920442664391722e+36
9.629272989889263044e+03 7.611690789668202188e+36
9.627109941595532291e+03 7.614935698115113898e+36
9.624947864865731390e+03 7.617994295408782331e+36
9.622786759045420695e+03 7.621013614322901484e+36
9.620626623480744456e+03 7.623853851593154594e+36
9.618467457518434458e+03 7.626966162202006906e+36
9.616309260505819111e+03 7.630704891310118258e+36
9.614152031790797992e+03 7.631462519050446681e+36
9.611995770721860026e+03 7.632268391710579542e+36
9.609840476648087133e+03 7.633187369213510492e+36
9.607686148919137850e+03 7.636124610884699060e+36
9.605532786885245514e+03 7.639786009555693029e+36
9.603380389897243731e+03 7.643674500328006701e+36
9.601228957306537268e+03 7.646695440812401783e+36
9.599078488465107512e+03 7.649735769940888261e+36
9.596928982725527021e+03 7.651940811628827771e+36
9.594780439440944974e+03 7.653418682056206999e+36
9.592632857965083531e+03 7.655334286785878584e+36
9.590486237652250566e+03 7.657083187259399662e+36
9.588340577857325115e+03 7.660195847542010191e+36
9.586195877935771932e+03 7.663441935365011389e+36
9.584052137243626930e+03 7.666882229223428601e+36
9.581909355137500825e+03 7.670626807813480485e+36
9.579767530974582769e+03 7.674438379487162638e+36
9.577626664112633080e+03 7.677932272060308912e+36
9.575486753909990512e+03 7.681470891979378162e+36
9.573347799725563164e+03 7.684828670760002283e+36
9.571209800918835754e+03 7.688660155789917715e+36
9.569072756849862344e+03 7.692686345396054888e+36
9.566936666879264521e+03 7.696591554283100582e+36
9.564801530368245949e+03 7.700158979934172455e+36
9.562667346678568720e+03 7.703538275744243989e+36
9.560534115172567908e+03 7.707035052106573339e+36
9.558401835213153390e+03 7.710757775345498672e+36
9.556270506163793470e+03 7.714233056356911602e+36
9.554140127388534893e+03 7.717164292529572057e+36
9.552010698251982831e+03 7.719877215731814510e+36
9.549882218119309982e+03 7.722296237181953972e+36
9.547754686356256570e+03 7.723930062624245201e+36
9.545628102329132162e+03 7.723608283022994140e+36
9.543502465404802933e+03 7.720323816701679062e+36
9.541377774950702587e+03 7.715496200665105533e+36
9.539254030334828713e+03 7.711656605898772802e+36
9.537131230925739146e+03 7.709137316836119205e+36
9.535009376092551975e+03 7.708532706951589829e+36
9.532888465204956447e+03 7.709016842831827182e+36
9.530768497633192965e+03 7.710263010891327822e+36
9.528649472748062180e+03 7.712332885886371705e+36
9.526531389920930451e+03 7.714051596412376700e+36
9.524414248523715287e+03 7.715563182204931004e+36
9.522298047928899905e+03 7.717870663389186765e+36
9.520182787509520494e+03 7.719944828193714185e+36
9.518068466639169856e+03 7.722498146444149005e+36
9.515955084691999218e+03 7.725176885158938096e+36
9.513842641042716423e+03 7.727883505229292580e+36
9.511731135066582283e+03 7.730860220752085603e+36
9.509620566139410585e+03 7.733788447991323501e+36
9.507510933637573544e+03 7.737120374909914414e+36
9.505402236937994530e+03 7.740728123669005538e+36
