# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 7.560426826896202061e+36
9.997667210984103804e+03 7.564509862722691207e+36
9.995335510095288555e+03 7.568245453043845548e+36
9.993004896572398138e+03 7.568297850089894190e+36
9.990675369654989481e+03 7.500060666076627866e+36
9.988346928583318004e+03 7.425053159291940109e+36
9.986019572598363084e+03 7.348914122082531752e+36
9.983693300941797133e+03 7.332455052049862228e+36
9.981368112856000153e+03 7.320955328247795511e+36
9.979044007584074279e+03 7.322809577960737862e+36
9.976720984369805592e+03 7.315796342763583799e+36
9.974399042457691394e+03 7.311758809364013152e+36
9.972078181092938394e+03 7.305069255259848129e+36
9.969758399521451793e+03 7.297679796794286390e+36
9.967439696989833465e+03 7.299370996787013387e+36
9.965122072745391051e+03 7.298262659434415520e+36
9.962805526036134324e+03 7.295326812466373776e+36
9.960490056110758815e+03 7.294885733126947758e+36
9.958175662218682191e+03 7.293873371291066826e+36
9.955862343609996969e+03 7.292696918228784908e+36
9.953550099535501431e+03 7.293205616141953140e+36
9.951238929246690532e+03 7.290544661553634962e+36
9.948928831995755900e+03 7.282517915319975416e+36
9.946619807035574922e+03 7.278450960507517841e+36
9.944311853619728936e+03 7.271955265508262821e+36
9.942004971002486855e+03 7.272454019259531208e+36
9.939699158438805171e+03 7.272427191592466237e+36
9.937394415184338868e+03 7.274270630372612309e+36
9.935090740495432328e+03 7.275045569218830451e+36
9.932788133629108415e+03 7.274825615659405252e+36
9.930486593843097580e+03 7.275512265207855916e+36
9.928186120395803300e+03 7.277401492488172757e+36
9.925886712546320268e+03 7.278406781807269756e+36
9.923588369554430756e+03 7.278409940748264523e+36
9.921291090680602792e+03 7.278809930805530008e+36
9.918994875185979254e+03 7.278434669095524092e+36
9.916699722332408783e+03 7.284073630402540417e+36
9.914405631382398496e+03 7.288128846656796413e+36
9.912112601599152185e+03 7.291888840456885080e+36
9.909820632246555761e+03 7.295505569611054881e+36
9.907529722589168159e+03 7.300234432800666381e+36
9.905239871892230440e+03 7.304768893622890909e+36
9.902951079421667600e+03 7.310086708886399989e+36
9.900663344444077666e+03 7.315395474291965706e+36
9.898376666226738962e+03 7.320759944820847994e+36
9.896091044037604661e+03 7.326284512841800195e+36
9.893806477145308236e+03 7.332003887706801239e+36
9.891522964819148910e+03 7.337390003360851835e+36
9.889240506329115306e+03 7.342621085950081666e+36
9.886959100945854516e+03 7.347339849660608284e+36
9.884678747940692119e+03 7.348637699283371490e+36
9.882399446585630358e+03 7.346919434947408128e+36
9.880121196153340861e+03 7.340900942560699946e+36
9.877843995917157372e+03 7.334826898838524203e+36
9.875567845151095753e+03 7.336835346074899828e+36
9.873292743129835799e+03 7.342838589437583774e+36
9.871018689128717597e+03 7.350466197729392401e+36
9.868745682423765174e+03 7.360086273726795854e+36
9.866473722291653758e+03 7.370592671550653135e+36
9.864202808009733417e+03 7.380353431005814960e+36
9.861932938856016335e+03 7.391902131124762236e+36
9.859664114109178627e+03 7.403463105437253814e+36
9.857396333048563974e+03 7.415913266021124137e+36
9.855129594954172717e+03 7.425913459154779123e+36
9.852863899106672761e+03 7.434254756014741531e+36
9.850599244787390489e+03 7.443378304035732359e+36
9.848335631278314395e+03 7.449302832265425165e+36
9.846073057862089627e+03 7.452712162741112088e+36
9.843811523822023446e+03 7.455810722871525805e+36
9.841551028442083407e+03 7.458516771637057296e+36
9.839291571006888262e+03 7.462830990580446157e+36
9.837033150801717056e+03 7.457867985308481327e+36
9.834775767112510948e+03 7.443412715306213021e+36
9.832519419225853198e+03 7.424348050295043333e+36
9.830264106428990999e+03 7.406657413000851676e+36
9.828009828009828198e+03 7.401871020930361390e+36
9.825756583256910744e+03 7.400190553765951719e+36
9.823504371459444883e+03 7.398980647635647061e+36
9.821253191907286237e+03 7.403056468423052061e+36
9.819003043890945264e+03 7.409777294249293377e+36
9.816753926701569071e+03 7.411830590281602078e+36
