# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 8.060954101486129841e+36
9.997667210984103804e+03 8.064881496531260550e+36
9.995335510095288555e+03 8.068331679768980129e+36
9.993004896572398138e+03 8.069470564316400669e+36
9.990675369654989481e+03 8.039789324106389039e+36
9.988346928583318004e+03 8.008843310667205287e+36
9.986019572598363084e+03 7.978385743791168964e+36
9.983693300941797133e+03 7.972442727988389702e+36
9.981368112856000153e+03 7.970639509792168297e+36
9.979044007584074279e+03 7.975251492817710716e+36
9.976720984369805592e+03 7.976411203666041017e+36
9.974399042457691394e+03 7.978768007298300039e+36
9.972078181092938394e+03 7.979952517754561877e+36
9.969758399521451793e+03 7.981680184638072907e+36
9.967439696989833465e+03 7.987811239969360830e+36
9.965122072745391051e+03 7.992100941788300970e+36
9.962805526036134324e+03 7.994550784823452711e+36
9.960490056110758815e+03 7.997381624127593872e+36
9.958175662218682191e+03 7.999113874117675413e+36
9.955862343609996969e+03 8.000608864461371953e+36
9.953550099535501431e+03 8.003141663541508453e+36
9.951238929246690532e+03 8.005185508475161605e+36
9.948928831995755900e+03 8.004942577065813224e+36
9.946619807035574922e+03 8.005229574819826229e+36
9.944311853619728936e+03 8.004271917748572462e+36
9.942004971002486855e+03 8.007530966157819550e+36
9.939699158438805171e+03 8.009492216643379769e+36
9.937394415184338868e+03 8.011224663999946925e+36
9.935090740495432328e+03 8.013372131753703495e+36
9.932788133629108415e+03 8.015912872299639885e+36
9.930486593843097580e+03 8.018496354746976162e+36
9.928186120395803300e+03 8.021743014268245497e+36
9.925886712546320268e+03 8.023388194091557175e+36
9.923588369554430756e+03 8.023795376569265983e+36
9.921291090680602792e+03 8.024233859915994045e+36
9.918994875185979254e+03 8.025465790357584908e+36
9.916699722332408783e+03 8.031231390147828729e+36
9.914405631382398496e+03 8.036413330130351311e+36
9.912112601599152185e+03 8.040833591202458021e+36
9.909820632246555761e+03 8.044633593226565424e+36
9.907529722589168159e+03 8.048994258567952766e+36
9.905239871892230440e+03 8.052672199232390342e+36
9.902951079421667600e+03 8.056664329846591586e+36
9.900663344444077666e+03 8.060562660272470113e+36
9.898376666226738962e+03 8.064683286019357528e+36
9.896091044037604661e+03 8.069502271851284713e+36
9.893806477145308236e+03 8.074859712683026764e+36
9.891522964819148910e+03 8.080198217522594022e+36
9.889240506329115306e+03 8.085256502328283731e+36
9.886959100945854516e+03 8.089863429941826084e+36
9.884678747940692119e+03 8.091784030804829576e+36
9.882399446585630358e+03 8.092208856221213251e+36
9.880121196153340861e+03 8.091450102076336938e+36
9.877843995917157372e+03 8.090451699148530747e+36
9.875567845151095753e+03 8.093348728123653110e+36
9.873292743129835799e+03 8.097795516887290400e+36
9.871018689128717597e+03 8.102567588657606627e+36
9.868745682423765174e+03 8.107595652181014485e+36
9.866473722291653758e+03 8.112927149756152136e+36
9.864202808009733417e+03 8.117183081503732334e+36
9.861932938856016335e+03 8.122227257076566650e+36
9.859664114109178627e+03 8.127261839605815898e+36
9.857396333048563974e+03 8.133510450691727974e+36
9.855129594954172717e+03 8.138694798919573967e+36
9.852863899106672761e+03 8.143110068997216171e+36
9.850599244787390489e+03 8.147700801818022934e+36
9.848335631278314395e+03 8.151595477504444117e+36
9.846073057862089627e+03 8.155086542735631896e+36
9.843811523822023446e+03 8.157563130605478006e+36
9.841551028442083407e+03 8.159533228741609898e+36
9.839291571006888262e+03 8.162671560669629837e+36
9.837033150801717056e+03 8.163375987852394269e+36
9.834775767112510948e+03 8.160954868583741654e+36
9.832519419225853198e+03 8.157184178376513963e+36
9.830264106428990999e+03 8.154076332932393743e+36
9.828009828009828198e+03 8.155645988275020971e+36
9.825756583256910744e+03 8.158489853853412462e+36
9.823504371459444883e+03 8.161393848211708083e+36
9.821253191907286237e+03 8.165229966910703003e+36
9.819003043890945264e+03 8.169694239777942173e+36
9.816753926701569071e+03 8.172138905145776231e+36
9.814505839630974151e+03 8.176263914605323273e+36
9.812258781971610006e+03 8.178756477195153844e+36
9.810012753016577335e+03 8.181264432465670879e+36
9.807767752059631675e+03 8.183629898767976899e+36
9.805523778395163390e+03 8.184661522397648600e+36
9.803280831318212222e+03 8.183994004450759044e+36
9.801038910124472750e+03 8.182169433845356122e+36
9.798798014110270742e+03 8.179920620654928801e+36
9.796558142572575889e+03 8.182966044704997715e+36
9.794319294809010898e+03 8.186059334547963381e+36
9.792081470117831486e+03 8.189365213670015187e+36
9.789844667797937291e+03 8.192896023338492125e+36
9.787608887148870053e+03 8.197878547138681379e+36
9.785374127470808162e+03 8.201200966176228105e+36
9.783140388064568469e+03 8.205431824989688276e+36
9.780907668231611751e+03 8.210380542907986133e+36
9.778675967274031791e+03 8.215156624183520556e+36
9.776445284494557200e+03 8.218851300585937335e+36
9.774215619196560510e+03 8.222985627744452975e+36
9.771986970684039989e+03 8.227108395453998256e+36
9.769759338261632365e+03 8.230961848569836813e+36
9.767532721234616474e+03 8.235948061503385199e+36
9.765307118908889606e+03 8.241863541625126781e+36
9.763082530590991155e+03 8.247741063307899464e+36
9.760858955588091703e+03 8.254068972632435821e+36
9.758636393207989386e+03 8.260379219483059569e+36
9.756414842759113526e+03 8.267487196280613159e+36
9.754194303550526456e+03 8.272937048780778185e+36
9.751974774891916240e+03 8.276244441475153424e+36
9.749756256093596676e+03 8.278813184014921205e+36
9.747538746466518205e+03 8.281506143527589582e+36
9.745322245322246090e+03 8.284745890289996371e+36
9.743106751972978600e+03 8.287172510779431606e+36
9.740892265731541556e+03 8.282238202412269350e+36
9.738678785911377418e+03 8.275017091084493964e+36
9.736466311826559831e+03 8.266806275674435319e+36
9.734254842791784540e+03 8.264971452271237281e+36
9.732044378122365742e+03 8.267071005987017457e+36
9.729834917134237912e+03 8.270465766446532039e+36
9.727626459143968532e+03 8.272422265988625367e+36
9.725419003468732626e+03 8.276374596504023749e+36
9.723212549426329133e+03 8.280350379404806187e+36
9.721007096335180904e+03 8.283686728197829660e+36
9.718802643514320152e+03 8.288771639869342133e+36
9.716599190283399366e+03 8.292785609081407795e+36
9.714396735962696766e+03 8.296561830651338895e+36
9.712195279873094478e+03 8.300457186744935345e+36
9.709994821336094901e+03 8.303238214532976964e+36
9.707795359673818893e+03 8.305978220315466575e+36
9.705596894208994854e+03 8.310905551353571965e+36
9.703399424264966001e+03 8.315462871174127979e+36
9.701202949165697646e+03 8.320383725127753026e+36
9.699007468235751730e+03 8.325013931286977594e+36
9.696812980800310470e+03 8.329526325469851684e+36
9.694619486185167261e+03 8.334405922664281851e+36
9.692426983716724862e+03 8.339225882343665235e+36
9.690235472721986298e+03 8.343972502894602237e+36
9.688044952528580325e+03 8.347209175162933628e+36
9.685855422464728690e+03 8.349974901000981431e+36
9.683666881859262503e+03 8.350802275050210237e+36
9.681479330041629510e+03 8.350844281479624036e+36
9.679292766341874085e+03 8.351415454053867185e+36
9.677107190090642689e+03 8.354544318867135574e+36
9.674922600619194782e+03 8.357575808579168099e+36
9.672738997259391908e+03 8.361497842965598673e+36
9.670556379343692242e+03 8.365462256591281226e+36
9.668374746205161500e+03 8.370227465229242514e+36
9.666194097177471122e+03 8.373991803109519476e+36
9.664014431594883717e+03 8.377467955231878434e+36
9.661835748792271261e+03 8.380798824820044476e+36
9.659658048105096896e+03 8.383255398199231216e+36
9.657481328869431309e+03 8.386277315228931508e+36
9.655305590421936358e+03 8.389859702603021454e+36
9.653130832099877807e+03 8.391018003328197901e+36
9.650957053241112590e+03 8.387063103484437435e+36
9.648784253184099725e+03 8.386083114234644075e+36
9.646612431267887587e+03 8.385054067111708121e+36
9.644441586832122994e+03 8.392784151065801629e+36
9.642271719217049395e+03 8.398382244379051937e+36
9.640102827763495952e+03 8.403170994191216232e+36
9.637934911812893915e+03 8.408206157515468313e+36
9.635767970707265704e+03 8.414382218343038962e+36
9.633602003789217633e+03 8.420494342675923601e+36
9.631437010401950829e+03 8.426845641797420303e+36
9.629272989889263044e+03 8.433450539573753638e+36
9.627109941595532291e+03 8.438589816861321863e+36
9.624947864865731390e+03 8.442458746230996229e+36
9.622786759045420695e+03 8.446302245530120418e+36
9.620626623480744456e+03 8.450534116934251093e+36
9.618467457518434458e+03 8.454654449382141338e+36
9.616309260505819111e+03 8.458134426579621049e+36
9.614152031790797992e+03 8.457100369293975655e+36
9.611995770721860026e+03 8.456732541213565152e+36
9.609840476648087133e+03 8.456969694492349823e+36
9.607686148919137850e+03 8.460002947207005611e+36
9.605532786885245514e+03 8.463893334025618552e+36
9.603380389897243731e+03 8.469387148365196917e+36
9.601228957306537268e+03 8.473884377344744926e+36
9.599078488465107512e+03 8.478860840670493793e+36
9.596928982725527021e+03 8.483439395855251762e+36
9.594780439440944974e+03 8.487699263281159239e+36
9.592632857965083531e+03 8.492641497603835695e+36
9.590486237652250566e+03 8.497372404428909796e+36
9.588340577857325115e+03 8.503024160090547308e+36
9.586195877935771932e+03 8.508459785717865106e+36
9.584052137243626930e+03 8.514077245581383825e+36
