# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 2.204092947819825379e+36
9.997667210984103804e+03 2.204401275678830540e+36
9.995335510095288555e+03 2.204674341764669359e+36
9.993004896572398138e+03 2.204909164722199822e+36
9.990675369654989481e+03 2.205277764049052235e+36
9.988346928583318004e+03 2.205681460466007949e+36
9.986019572598363084e+03 2.206041496531740753e+36
9.983693300941797133e+03 2.206441548980473620e+36
9.981368112856000153e+03 2.206859938429647081e+36
9.979044007584074279e+03 2.207302532707768116e+36
9.976720984369805592e+03 2.207742145407401637e+36
9.974399042457691394e+03 2.208172790650616405e+36
9.972078181092938394e+03 2.208527136845530579e+36
9.969758399521451793e+03 2.208741024677232429e+36
9.967439696989833465e+03 2.208983592258897957e+36
9.965122072745391051e+03 2.209325493180736366e+36
9.962805526036134324e+03 2.209703458988724451e+36
9.960490056110758815e+03 2.210070517308002445e+36
9.958175662218682191e+03 2.210500165963365187e+36
9.955862343609996969e+03 2.210948808888103343e+36
9.953550099535501431e+03 2.211391763408894087e+36
9.951238929246690532e+03 2.211756535427526366e+36
9.948928831995755900e+03 2.212120925604654371e+36
9.946619807035574922e+03 2.212522656468241534e+36
9.944311853619728936e+03 2.212910995345644723e+36
9.942004971002486855e+03 2.213333711208820590e+36
9.939699158438805171e+03 2.213692855062822493e+36
9.937394415184338868e+03 2.213995132276379194e+36
9.935090740495432328e+03 2.214376480794696360e+36
9.932788133629108415e+03 2.214764874300416429e+36
9.930486593843097580e+03 2.215167846516903038e+36
9.928186120395803300e+03 2.215608009998013550e+36
9.925886712546320268e+03 2.215896784522605998e+36
9.923588369554430756e+03 2.216228281759467553e+36
9.921291090680602792e+03 2.216689041736916905e+36
9.918994875185979254e+03 2.217179110504900880e+36
9.916699722332408783e+03 2.217608070605998241e+36
9.914405631382398496e+03 2.218019523290734384e+36
9.912112601599152185e+03 2.218493808808394878e+36
9.909820632246555761e+03 2.218935720988004135e+36
9.907529722589168159e+03 2.219229052098869006e+36
9.905239871892230440e+03 2.219550382610512652e+36
9.902951079421667600e+03 2.219913995681406615e+36
9.900663344444077666e+03 2.220268450708780966e+36
9.898376666226738962e+03 2.220578385661026316e+36
9.896091044037604661e+03 2.220887243998598700e+36
9.893806477145308236e+03 2.221259971560544664e+36
9.891522964819148910e+03 2.221641286056220394e+36
9.889240506329115306e+03 2.221983202468355600e+36
9.886959100945854516e+03 2.222240742028722911e+36
9.884678747940692119e+03 2.222570478422110095e+36
9.882399446585630358e+03 2.222827269939789924e+36
9.880121196153340861e+03 2.223062945464356110e+36
9.877843995917157372e+03 2.223453428964944724e+36
9.875567845151095753e+03 2.223852797740966125e+36
9.873292743129835799e+03 2.224200821038617140e+36
9.871018689128717597e+03 2.224552000959035507e+36
9.868745682423765174e+03 2.224927068822087439e+36
9.866473722291653758e+03 2.225288520910986624e+36
9.864202808009733417e+03 2.225680029793963922e+36
9.861932938856016335e+03 2.226082721028077860e+36
9.859664114109178627e+03 2.226421504049486527e+36
9.857396333048563974e+03 2.226707428803785416e+36
9.855129594954172717e+03 2.227104027302565116e+36
9.852863899106672761e+03 2.227487730866144649e+36
9.850599244787390489e+03 2.227736916438288494e+36
9.848335631278314395e+03 2.228123061032775919e+36
9.846073057862089627e+03 2.228506279970341103e+36
9.843811523822023446e+03 2.228808830313849538e+36
9.841551028442083407e+03 2.229124144407697667e+36
9.839291571006888262e+03 2.229514354618691702e+36
9.837033150801717056e+03 2.229854936961567958e+36
9.834775767112510948e+03 2.230144044385709253e+36
9.832519419225853198e+03 2.230497110201932710e+36
9.830264106428990999e+03 2.230907775429447547e+36
9.828009828009828198e+03 2.231303943774108766e+36
9.825756583256910744e+03 2.231614462738018130e+36
9.823504371459444883e+03 2.231846726418476164e+36
9.821253191907286237e+03 2.232078204313451583e+36
