# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 1.041260692297755630e+37
9.997667210984103804e+03 1.041803918433995355e+37
9.995335510095288555e+03 1.042420348476212640e+37
9.993004896572398138e+03 1.043054270601690946e+37
9.990675369654989481e+03 1.042247855995417162e+37
9.988346928583318004e+03 1.038283918668892283e+37
9.986019572598363084e+03 1.032719418744028739e+37
9.983693300941797133e+03 1.027902258835013424e+37
9.981368112856000153e+03 1.022884578806932176e+37
9.979044007584074279e+03 1.019920341731690056e+37
9.976720984369805592e+03 1.020409810901530539e+37
9.974399042457691394e+03 1.019787633707372021e+37
9.972078181092938394e+03 1.020516329776454435e+37
9.969758399521451793e+03 1.020757354135934642e+37
9.967439696989833465e+03 1.021907460224819314e+37
9.965122072745391051e+03 1.022418931714989617e+37
9.962805526036134324e+03 1.022380131175639247e+37
9.960490056110758815e+03 1.022486513622167914e+37
9.958175662218682191e+03 1.022255563229000895e+37
9.955862343609996969e+03 1.022062125105609918e+37
9.953550099535501431e+03 1.022301662750467061e+37
9.951238929246690532e+03 1.022596976035382296e+37
9.948928831995755900e+03 1.022711747362523498e+37
9.946619807035574922e+03 1.022616344136826258e+37
9.944311853619728936e+03 1.022395500171238767e+37
9.942004971002486855e+03 1.022131848221948944e+37
9.939699158438805171e+03 1.021911365613210076e+37
9.937394415184338868e+03 1.021957789436474763e+37
9.935090740495432328e+03 1.022235156740129913e+37
9.932788133629108415e+03 1.022368872010526586e+37
9.930486593843097580e+03 1.022642159578422694e+37
9.928186120395803300e+03 1.022856207134222159e+37
9.925886712546320268e+03 1.023002440055739807e+37
9.923588369554430756e+03 1.023052179316733454e+37
9.921291090680602792e+03 1.023023203098344358e+37
9.918994875185979254e+03 1.023027387373849920e+37
9.916699722332408783e+03 1.023019227625365868e+37
9.914405631382398496e+03 1.022951426151032122e+37
9.912112601599152185e+03 1.023186095924685712e+37
9.909820632246555761e+03 1.023578656472525856e+37
9.907529722589168159e+03 1.024174748920945591e+37
9.905239871892230440e+03 1.024906302207583998e+37
9.902951079421667600e+03 1.025699584670855959e+37
9.900663344444077666e+03 1.026449759723929461e+37
9.898376666226738962e+03 1.027133864683068001e+37
9.896091044037604661e+03 1.027728614248966003e+37
9.893806477145308236e+03 1.028293324211940435e+37
9.891522964819148910e+03 1.028811442052374500e+37
9.889240506329115306e+03 1.029410138311219496e+37
9.886959100945854516e+03 1.030151284884705765e+37
9.884678747940692119e+03 1.030856618473884833e+37
9.882399446585630358e+03 1.031302587898031672e+37
9.880121196153340861e+03 1.031444898142229776e+37
9.877843995917157372e+03 1.031321407898215105e+37
9.875567845151095753e+03 1.031062456689573809e+37
9.873292743129835799e+03 1.030726706956870296e+37
9.871018689128717597e+03 1.031194416102634093e+37
9.868745682423765174e+03 1.032026849118763172e+37
9.866473722291653758e+03 1.033217088982888105e+37
9.864202808009733417e+03 1.034333550543869373e+37
9.861932938856016335e+03 1.035667753935666494e+37
9.859664114109178627e+03 1.036759053520906219e+37
9.857396333048563974e+03 1.037777182709099166e+37
9.855129594954172717e+03 1.038645000759486188e+37
9.852863899106672761e+03 1.039369856660110050e+37
9.850599244787390489e+03 1.040064160203910736e+37
9.848335631278314395e+03 1.040745882133545591e+37
9.846073057862089627e+03 1.041365423774753852e+37
9.843811523822023446e+03 1.041969449779795184e+37
9.841551028442083407e+03 1.042536766865434039e+37
9.839291571006888262e+03 1.043005798069978111e+37
9.837033150801717056e+03 1.043241344612414200e+37
9.834775767112510948e+03 1.043021293678079362e+37
9.832519419225853198e+03 1.042755043980675215e+37
9.830264106428990999e+03 1.042288313465966901e+37
9.828009828009828198e+03 1.041486895011964192e+37
9.825756583256910744e+03 1.040565144521067173e+37
9.823504371459444883e+03 1.040384220550735484e+37
9.821253191907286237e+03 1.040462960891750786e+37
9.819003043890945264e+03 1.040843837657219205e+37
9.816753926701569071e+03 1.041131640384522812e+37
9.814505839630974151e+03 1.041580030000453153e+37
9.812258781971610006e+03 1.041897402299454400e+37
9.810012753016577335e+03 1.042239951149344639e+37
9.807767752059631675e+03 1.042652520059859148e+37
9.805523778395163390e+03 1.043072509148516046e+37
9.803280831318212222e+03 1.042947557418545943e+37
9.801038910124472750e+03 1.042740936666179204e+37
9.798798014110270742e+03 1.042370104340469567e+37
9.796558142572575889e+03 1.041888180408244477e+37
9.794319294809010898e+03 1.041315619297548039e+37
9.792081470117831486e+03 1.041214842277552059e+37
9.789844667797937291e+03 1.041377849591871731e+37
9.787608887148870053e+03 1.041581088013328809e+37
9.785374127470808162e+03 1.042247300955813420e+37
9.783140388064568469e+03 1.042981327934757412e+37
9.780907668231611751e+03 1.043696843938669529e+37
9.778675967274031791e+03 1.044449023006233144e+37
9.776445284494557200e+03 1.045074235495692669e+37
9.774215619196560510e+03 1.045732767776293597e+37
9.771986970684039989e+03 1.046194769877022641e+37
9.769759338261632365e+03 1.046858349854200024e+37
9.767532721234616474e+03 1.047799053537696150e+37
9.765307118908889606e+03 1.048893463544606532e+37
9.763082530590991155e+03 1.050041724652680049e+37
9.760858955588091703e+03 1.051056834425532081e+37
