# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 6.348758358872834490e+37
9.997667210984103804e+03 6.354004452470395007e+37
9.995335510095288555e+03 6.359067737953584606e+37
9.993004896572398138e+03 6.363867355333716876e+37
9.990675369654989481e+03 6.368585913742671031e+37
9.988346928583318004e+03 6.373282291303499145e+37
9.986019572598363084e+03 6.378043223706199289e+37
9.983693300941797133e+03 6.383258172161656048e+37
9.981368112856000153e+03 6.388282835524758766e+37
9.979044007584074279e+03 6.392136007512101706e+37
9.976720984369805592e+03 6.393588646492601001e+37
9.974399042457691394e+03 6.393415763441187847e+37
9.972078181092938394e+03 6.391093899139029659e+37
9.969758399521451793e+03 6.391499123937234528e+37
9.967439696989833465e+03 6.391822649967528752e+37
9.965122072745391051e+03 6.391393679194268249e+37
9.962805526036134324e+03 6.390537062888848712e+37
9.960490056110758815e+03 6.390372865425251532e+37
9.958175662218682191e+03 6.391660802239247124e+37
9.955862343609996969e+03 6.391727355863456827e+37
9.953550099535501431e+03 6.391617821279043849e+37
9.951238929246690532e+03 6.391617779454760018e+37
9.948928831995755900e+03 6.390399446052889433e+37
9.946619807035574922e+03 6.388825450245185235e+37
9.944311853619728936e+03 6.388498600599876122e+37
9.942004971002486855e+03 6.387832735905230342e+37
9.939699158438805171e+03 6.386115352786264523e+37
9.937394415184338868e+03 6.384746273370696710e+37
9.935090740495432328e+03 6.384485503559280997e+37
9.932788133629108415e+03 6.382354575155638034e+37
9.930486593843097580e+03 6.380955867699744576e+37
9.928186120395803300e+03 6.379089521539610397e+37
9.925886712546320268e+03 6.376770363769951837e+37
9.923588369554430756e+03 6.374603501269337246e+37
9.921291090680602792e+03 6.373333363346880018e+37
9.918994875185979254e+03 6.372119103199588707e+37
9.916699722332408783e+03 6.370017178850963482e+37
9.914405631382398496e+03 6.367752921486622495e+37
9.912112601599152185e+03 6.365373577030285861e+37
9.909820632246555761e+03 6.363956691606398701e+37
9.907529722589168159e+03 6.363364574519687286e+37
9.905239871892230440e+03 6.361837824164558364e+37
9.902951079421667600e+03 6.361336033828018368e+37
9.900663344444077666e+03 6.360818043646066833e+37
9.898376666226738962e+03 6.360316554496063709e+37
9.896091044037604661e+03 6.359556663019490533e+37
9.893806477145308236e+03 6.358363704798039165e+37
9.891522964819148910e+03 6.357956580935311228e+37
9.889240506329115306e+03 6.357235691082899055e+37
9.886959100945854516e+03 6.356700156362166388e+37
9.884678747940692119e+03 6.356022126129086946e+37
9.882399446585630358e+03 6.355559749386869364e+37
9.880121196153340861e+03 6.355587354635463998e+37
9.877843995917157372e+03 6.355386686560137088e+37
9.875567845151095753e+03 6.348870591378686543e+37
9.873292743129835799e+03 6.337494801808085185e+37
9.871018689128717597e+03 6.327496767953937247e+37
9.868745682423765174e+03 6.319484886777616279e+37
9.866473722291653758e+03 6.311878987453550179e+37
9.864202808009733417e+03 6.303759332269803508e+37
9.861932938856016335e+03 6.295219409954192926e+37
9.859664114109178627e+03 6.286171767112823285e+37
9.857396333048563974e+03 6.277740572419788582e+37
9.855129594954172717e+03 6.268646134650475128e+37
9.852863899106672761e+03 6.259712150270188106e+37
9.850599244787390489e+03 6.250323148227629809e+37
9.848335631278314395e+03 6.240837050523052466e+37
9.846073057862089627e+03 6.232337073198642613e+37
9.843811523822023446e+03 6.223818320293509068e+37
9.841551028442083407e+03 6.215927701316802117e+37
9.839291571006888262e+03 6.208265930734326287e+37
9.837033150801717056e+03 6.200612266801342024e+37
9.834775767112510948e+03 6.192259780212342364e+37
9.832519419225853198e+03 6.184114907154101861e+37
9.830264106428990999e+03 6.176141411215547847e+37
9.828009828009828198e+03 6.169096081187341081e+37
9.825756583256910744e+03 6.161723203144344868e+37
9.823504371459444883e+03 6.154085189973578265e+37
9.821253191907286237e+03 6.147385338690580384e+37
9.819003043890945264e+03 6.141262623790712633e+37
9.816753926701569071e+03 6.135084592689413187e+37
9.814505839630974151e+03 6.129102175541258183e+37
9.812258781971610006e+03 6.123874357519880362e+37
9.810012753016577335e+03 6.118440136764695882e+37
9.807767752059631675e+03 6.113773528038975465e+37
9.805523778395163390e+03 6.109664820497613730e+37
9.803280831318212222e+03 6.106545959540512763e+37
9.801038910124472750e+03 6.103847924335989499e+37
9.798798014110270742e+03 6.101941809525919809e+37
9.796558142572575889e+03 6.100316533731800915e+37
9.794319294809010898e+03 6.098921313531188347e+37
9.792081470117831486e+03 6.097886693511240415e+37
9.789844667797937291e+03 6.096490198318697130e+37
9.787608887148870053e+03 6.095640312588074808e+37
9.785374127470808162e+03 6.095691082469784131e+37
9.783140388064568469e+03 6.095869539530261400e+37
9.780907668231611751e+03 6.095999115406823671e+37
9.778675967274031791e+03 6.097107853122337880e+37
9.776445284494557200e+03 6.098226822071808325e+37
9.774215619196560510e+03 6.099847669262298329e+37
9.771986970684039989e+03 6.100295724337483568e+37
9.769759338261632365e+03 6.101157096553609362e+37
9.767532721234616474e+03 6.101209695801670753e+37
9.765307118908889606e+03 6.101456001171621096e+37
9.763082530590991155e+03 6.100807503747502968e+37
9.760858955588091703e+03 6.100425189144017329e+37
9.758636393207989386e+03 6.099569911249083565e+37
9.756414842759113526e+03 6.099124075156659378e+37
9.754194303550526456e+03 6.098531240090598079e+37
9.751974774891916240e+03 6.097719611550244734e+37
9.749756256093596676e+03 6.097370422700647835e+37
9.747538746466518205e+03 6.096212390194250994e+37
9.745322245322246090e+03 6.095775707502235531e+37
9.743106751972978600e+03 6.095068650782837111e+37
9.740892265731541556e+03 6.094945544538818136e+37
9.738678785911377418e+03 6.094950365210416845e+37
9.736466311826559831e+03 6.094860723972885616e+37
9.734254842791784540e+03 6.095611171031396506e+37
9.732044378122365742e+03 6.096102338962886066e+37
9.729834917134237912e+03 6.096040761657119776e+37
9.727626459143968532e+03 6.096225808216934577e+37
9.725419003468732626e+03 6.096881044355196119e+37
9.723212549426329133e+03 6.100928869093559498e+37
9.721007096335180904e+03 6.105656582865272490e+37
9.718802643514320152e+03 6.111375666127653351e+37
9.716599190283399366e+03 6.117252079126247166e+37
9.714396735962696766e+03 6.123477287570488860e+37
9.712195279873094478e+03 6.130134391315365854e+37
9.709994821336094901e+03 6.136923543889766382e+37
9.707795359673818893e+03 6.143636774767007363e+37
9.705596894208994854e+03 6.150301586974807747e+37
9.703399424264966001e+03 6.156991589757576397e+37
9.701202949165697646e+03 6.163794600200583866e+37
9.699007468235751730e+03 6.171230643479734626e+37
9.696812980800310470e+03 6.179309548792380902e+37
9.694619486185167261e+03 6.186437497443591231e+37
9.692426983716724862e+03 6.194870802762121902e+37
9.690235472721986298e+03 6.204240016394408871e+37
9.688044952528580325e+03 6.214620870126859665e+37
9.685855422464728690e+03 6.225477406350362172e+37
9.683666881859262503e+03 6.236383527747903712e+37
9.681479330041629510e+03 6.247605116910101846e+37
9.679292766341874085e+03 6.259166411595918074e+37
9.677107190090642689e+03 6.270484587625021442e+37
9.674922600619194782e+03 6.281558704132901564e+37
9.672738997259391908e+03 6.293711420075455284e+37
9.670556379343692242e+03 6.306558115421100536e+37
9.668374746205161500e+03 6.319643639458719284e+37
9.666194097177471122e+03 6.333372452613888274e+37
9.664014431594883717e+03 6.346902740536008549e+37
9.661835748792271261e+03 6.361430614097002342e+37
9.659658048105096896e+03 6.376307489930814749e+37
9.657481328869431309e+03 6.391453655149734770e+37
9.655305590421936358e+03 6.407860224608872236e+37
9.653130832099877807e+03 6.424931496520175079e+37
9.650957053241112590e+03 6.442573475643010827e+37
9.648784253184099725e+03 6.461092046149572623e+37
9.646612431267887587e+03 6.479205065206200480e+37
9.644441586832122994e+03 6.497997437382867054e+37
9.642271719217049395e+03 6.517354270693341754e+37
9.640102827763495952e+03 6.537485100519549120e+37
9.637934911812893915e+03 6.558561553047605329e+37
9.635767970707265704e+03 6.580811540584109763e+37
9.633602003789217633e+03 6.602954786517165263e+37
9.631437010401950829e+03 6.625114459939392117e+37
9.629272989889263044e+03 6.646520452514070619e+37
9.627109941595532291e+03 6.667785303634053725e+37
9.624947864865731390e+03 6.689397294201565928e+37
9.622786759045420695e+03 6.711591857077414859e+37
9.620626623480744456e+03 6.733738792582799429e+37
9.618467457518434458e+03 6.755847299859156176e+37
9.616309260505819111e+03 6.777394349524922457e+37
9.614152031790797992e+03 6.798019546664338813e+37
9.611995770721860026e+03 6.818848330051315179e+37
9.609840476648087133e+03 6.839441252125534345e+37
9.607686148919137850e+03 6.860151314057913729e+37
9.605532786885245514e+03 6.879927698356130241e+37
9.603380389897243731e+03 6.899986063372269750e+37
9.601228957306537268e+03 6.917656612772367139e+37
9.599078488465107512e+03 6.935720664716013559e+37
9.596928982725527021e+03 6.953280150073918790e+37
9.594780439440944974e+03 6.969682262042607697e+37
9.592632857965083531e+03 6.985996848248252417e+37
9.590486237652250566e+03 7.002033137526333080e+37
9.588340577857325115e+03 7.016959683718187143e+37
9.586195877935771932e+03 7.031597611813886554e+37
9.584052137243626930e+03 7.045170298141116823e+37
9.581909355137500825e+03 7.057916444310802771e+37
9.579767530974582769e+03 7.071260622623588249e+37
9.577626664112633080e+03 7.083606360187181362e+37
9.575486753909990512e+03 7.094878436247322512e+37
9.573347799725563164e+03 7.105777861635904324e+37
9.571209800918835754e+03 7.116654673144718069e+37
9.569072756849862344e+03 7.126220019345494282e+37
9.566936666879264521e+03 7.135242935346571002e+37
9.564801530368245949e+03 7.143046986216495224e+37
9.562667346678568720e+03 7.150282041491519045e+37
9.560534115172567908e+03 7.157052857885683910e+37
9.558401835213153390e+03 7.162142656346906768e+37
9.556270506163793470e+03 7.167808110951458382e+37
9.554140127388534893e+03 7.172531649779731614e+37
9.552010698251982831e+03 7.176857948102534187e+37
9.549882218119309982e+03 7.180718779176699935e+37
9.547754686356256570e+03 7.184539540229533431e+37
9.545628102329132162e+03 7.188548185939500838e+37
9.543502465404802933e+03 7.192390587879842453e+37
9.541377774950702587e+03 7.196636375140387697e+37
9.539254030334828713e+03 7.200893610696560441e+37
9.537131230925739146e+03 7.205407856742064531e+37
9.535009376092551975e+03 7.202990389006922421e+37
9.532888465204956447e+03 7.191467096143622710e+37
9.530768497633192965e+03 7.176122627025566200e+37
9.528649472748062180e+03 7.158676119192922770e+37
9.526531389920930451e+03 7.143740483598698520e+37
9.524414248523715287e+03 7.126146787116428962e+37
