# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 6.907475252623751483e+36
9.997667210984103804e+03 6.909213385143302688e+36
9.995335510095288555e+03 6.911167632446783357e+36
9.993004896572398138e+03 6.912977677424868141e+36
9.990675369654989481e+03 6.911298186666417272e+36
9.988346928583318004e+03 6.908234039187153061e+36
9.986019572598363084e+03 6.906992531570699879e+36
9.983693300941797133e+03 6.909261252300311668e+36
9.981368112856000153e+03 6.912796251984024146e+36
9.979044007584074279e+03 6.915923995152278514e+36
9.976720984369805592e+03 6.918229664769480154e+36
9.974399042457691394e+03 6.920566606066497630e+36
9.972078181092938394e+03 6.923291056268926617e+36
9.969758399521451793e+03 6.925824034799099261e+36
9.967439696989833465e+03 6.928721171698703541e+36
9.965122072745391051e+03 6.932005526409664728e+36
9.962805526036134324e+03 6.935003113722835337e+36
9.960490056110758815e+03 6.937764048899823079e+36
9.958175662218682191e+03 6.940393218055438464e+36
9.955862343609996969e+03 6.942731050314798605e+36
9.953550099535501431e+03 6.944881287549771466e+36
9.951238929246690532e+03 6.946720170355354200e+36
9.948928831995755900e+03 6.948417853324927376e+36
9.946619807035574922e+03 6.950036837895486580e+36
9.944311853619728936e+03 6.951954532791912290e+36
9.942004971002486855e+03 6.954107720181865663e+36
9.939699158438805171e+03 6.956168189071304296e+36
9.937394415184338868e+03 6.958241314509754099e+36
9.935090740495432328e+03 6.960406724005335781e+36
9.932788133629108415e+03 6.962713908996443667e+36
9.930486593843097580e+03 6.965220900088363344e+36
9.928186120395803300e+03 6.968029896153794635e+36
9.925886712546320268e+03 6.970344343050674828e+36
9.923588369554430756e+03 6.972281032304034532e+36
9.921291090680602792e+03 6.974103707159715787e+36
9.918994875185979254e+03 6.976151337587180478e+36
9.916699722332408783e+03 6.978340511719271578e+36
9.914405631382398496e+03 6.980805438778724164e+36
9.912112601599152185e+03 6.983082236322101199e+36
9.909820632246555761e+03 6.985182670030695605e+36
9.907529722589168159e+03 6.987508535498991883e+36
9.905239871892230440e+03 6.989961900146246990e+36
9.902951079421667600e+03 6.992587344868182167e+36
9.900663344444077666e+03 6.995258995268552719e+36
9.898376666226738962e+03 6.997860405232226139e+36
9.896091044037604661e+03 7.000148768103885568e+36
9.893806477145308236e+03 7.002436527531956814e+36
9.891522964819148910e+03 7.004732776563037376e+36
9.889240506329115306e+03 7.006951413667005659e+36
9.886959100945854516e+03 7.008958079379755914e+36
9.884678747940692119e+03 7.010199894550100411e+36
9.882399446585630358e+03 7.011271594298239566e+36
9.880121196153340861e+03 7.012376777043394285e+36
9.877843995917157372e+03 7.013717477720286679e+36
9.875567845151095753e+03 7.015219654224653511e+36
9.873292743129835799e+03 7.017041163308196621e+36
9.871018689128717597e+03 7.018568816061946608e+36
9.868745682423765174e+03 7.020114277921910113e+36
9.866473722291653758e+03 7.022128616626875214e+36
9.864202808009733417e+03 7.024554637666910463e+36
9.861932938856016335e+03 7.027443203131960120e+36
9.859664114109178627e+03 7.030249773213477018e+36
9.857396333048563974e+03 7.032987695072477322e+36
9.855129594954172717e+03 7.035413189327739385e+36
9.852863899106672761e+03 7.037428504865832031e+36
9.850599244787390489e+03 7.039543095404613351e+36
9.848335631278314395e+03 7.041626350023558212e+36
9.846073057862089627e+03 7.043645010821179646e+36
9.843811523822023446e+03 7.045744905287372112e+36
9.841551028442083407e+03 7.047463210655532760e+36
9.839291571006888262e+03 7.049338800218004687e+36
9.837033150801717056e+03 7.050897725947842401e+36
9.834775767112510948e+03 7.052243647739279791e+36
9.832519419225853198e+03 7.053690954695742194e+36
9.830264106428990999e+03 7.055888353871714507e+36
9.828009828009828198e+03 7.058176199734762383e+36
9.825756583256910744e+03 7.060552821300216819e+36
9.823504371459444883e+03 7.063059846806579398e+36
9.821253191907286237e+03 7.065496642029326881e+36
9.819003043890945264e+03 7.067731296599536564e+36
9.816753926701569071e+03 7.070145241402252878e+36
9.814505839630974151e+03 7.072500178421143288e+36
9.812258781971610006e+03 7.074341266260041497e+36
9.810012753016577335e+03 7.076190402230279930e+36
9.807767752059631675e+03 7.078482106229926379e+36
9.805523778395163390e+03 7.080699054723548823e+36
9.803280831318212222e+03 7.082647696482121951e+36
9.801038910124472750e+03 7.084401008083913909e+36
9.798798014110270742e+03 7.086481773069127478e+36
9.796558142572575889e+03 7.088736476771881591e+36
9.794319294809010898e+03 7.090837718825289760e+36
9.792081470117831486e+03 7.093075886559993985e+36
9.789844667797937291e+03 7.095711525360297648e+36
9.787608887148870053e+03 7.098227238668224326e+36
9.785374127470808162e+03 7.100482228886123790e+36
9.783140388064568469e+03 7.103171128777098411e+36
