# wavelength(A) luminosity(erg/s/A)
1.000000000000000000e+04 7.329791997658502426e+36
9.997667210984103804e+03 7.332326959844598309e+36
9.995335510095288555e+03 7.334908756464234934e+36
9.993004896572398138e+03 7.335992853324578566e+36
9.990675369654989481e+03 7.300732693680520081e+36
9.988346928583318004e+03 7.264028924377137577e+36
9.986019572598363084e+03 7.227176118901503205e+36
9.983693300941797133e+03 7.218575109057084768e+36
9.981368112856000153e+03 7.213114494085493393e+36
9.979044007584074279e+03 7.216594478231780726e+36
9.976720984369805592e+03 7.217293465846645307e+36
9.974399042457691394e+03 7.219201173269730786e+36
9.972078181092938394e+03 7.219450660556723597e+36
9.969758399521451793e+03 7.219291095298926816e+36
9.967439696989833465e+03 7.222746539789275878e+36
9.965122072745391051e+03 7.224616680576177786e+36
9.962805526036134324e+03 7.226066110025252581e+36
9.960490056110758815e+03 7.227933864475930436e+36
9.958175662218682191e+03 7.227984409074990933e+36
9.955862343609996969e+03 7.227673834572883613e+36
9.953550099535501431e+03 7.228979957696206291e+36
9.951238929246690532e+03 7.229793446569383652e+36
9.948928831995755900e+03 7.228787805048967960e+36
9.946619807035574922e+03 7.229089382292872155e+36
9.944311853619728936e+03 7.227934394138442920e+36
9.942004971002486855e+03 7.230826441414494806e+36
9.939699158438805171e+03 7.233604497623044554e+36
9.937394415184338868e+03 7.237511317261881453e+36
9.935090740495432328e+03 7.241019877168598720e+36
9.932788133629108415e+03 7.244045770536921871e+36
9.930486593843097580e+03 7.246627153943995590e+36
9.928186120395803300e+03 7.249789770681649770e+36
9.925886712546320268e+03 7.251501342937731972e+36
9.923588369554430756e+03 7.251301909754939516e+36
9.921291090680602792e+03 7.251279520382255165e+36
9.918994875185979254e+03 7.250802539533005268e+36
9.916699722332408783e+03 7.255326148888367975e+36
9.914405631382398496e+03 7.258874004470070371e+36
9.912112601599152185e+03 7.262401850590656832e+36
9.909820632246555761e+03 7.266107250003888530e+36
9.907529722589168159e+03 7.269500258261513196e+36
9.905239871892230440e+03 7.272485209539533467e+36
9.902951079421667600e+03 7.276901595553111887e+36
9.900663344444077666e+03 7.281174320562858698e+36
9.898376666226738962e+03 7.285856954032220315e+36
9.896091044037604661e+03 7.290425130504042150e+36
9.893806477145308236e+03 7.294547102497649597e+36
9.891522964819148910e+03 7.298635808322923995e+36
9.889240506329115306e+03 7.302506113581783991e+36
9.886959100945854516e+03 7.305889373847203909e+36
9.884678747940692119e+03 7.305900390617414854e+36
9.882399446585630358e+03 7.303465270997689190e+36
9.880121196153340861e+03 7.298952766780392825e+36
9.877843995917157372e+03 7.295469942699571897e+36
9.875567845151095753e+03 7.298390184375176260e+36
9.873292743129835799e+03 7.302627199874152507e+36
9.871018689128717597e+03 7.306467464404930457e+36
9.868745682423765174e+03 7.311709436119427372e+36
9.866473722291653758e+03 7.318232042848066582e+36
9.864202808009733417e+03 7.324866814791665814e+36
9.861932938856016335e+03 7.333718913529928835e+36
9.859664114109178627e+03 7.341875451821177604e+36
9.857396333048563974e+03 7.349438776050870932e+36
9.855129594954172717e+03 7.355333870601425499e+36
9.852863899106672761e+03 7.360998280249458397e+36
9.850599244787390489e+03 7.366481697030831325e+36
9.848335631278314395e+03 7.369495526821958189e+36
9.846073057862089627e+03 7.371881280504598944e+36
9.843811523822023446e+03 7.374937830140726284e+36
9.841551028442083407e+03 7.377984353508000058e+36
9.839291571006888262e+03 7.381514145550360097e+36
9.837033150801717056e+03 7.380758621855033438e+36
9.834775767112510948e+03 7.376780407106864571e+36
9.832519419225853198e+03 7.370899742025246978e+36
9.830264106428990999e+03 7.364870560055650255e+36
9.828009828009828198e+03 7.364887805259561567e+36
9.825756583256910744e+03 7.367003786342723501e+36
9.823504371459444883e+03 7.368729986235554856e+36
9.821253191907286237e+03 7.372605035412673316e+36
9.819003043890945264e+03 7.376943209003614874e+36
9.816753926701569071e+03 7.378993242941033457e+36
9.814505839630974151e+03 7.383419424806245390e+36
9.812258781971610006e+03 7.386639368753946597e+36
9.810012753016577335e+03 7.389954932783794011e+36
9.807767752059631675e+03 7.393779436724752788e+36
9.805523778395163390e+03 7.394865558506086282e+36
9.803280831318212222e+03 7.392617594930159002e+36
9.801038910124472750e+03 7.388997101690274076e+36
9.798798014110270742e+03 7.384435737429976839e+36
9.796558142572575889e+03 7.385862521111981795e+36
9.794319294809010898e+03 7.387079315170354555e+36
9.792081470117831486e+03 7.388566067272436504e+36
9.789844667797937291e+03 7.391504823047134455e+36
9.787608887148870053e+03 7.397742223834412009e+36
9.785374127470808162e+03 7.402543091279024099e+36
9.783140388064568469e+03 7.408662755896552568e+36
9.780907668231611751e+03 7.414819374372524755e+36
9.778675967274031791e+03 7.419197342140159514e+36
9.776445284494557200e+03 7.423399558288538421e+36
9.774215619196560510e+03 7.428857857933268714e+36
9.771986970684039989e+03 7.434101306242604182e+36
9.769759338261632365e+03 7.438199351432804872e+36
9.767532721234616474e+03 7.442707220343152756e+36
9.765307118908889606e+03 7.448086820722546222e+36
9.763082530590991155e+03 7.453036164642812148e+36
9.760858955588091703e+03 7.458986401705550456e+36
9.758636393207989386e+03 7.464041616980126378e+36
9.756414842759113526e+03 7.469317418501215689e+36
9.754194303550526456e+03 7.473769440335088757e+36
9.751974774891916240e+03 7.478498824548108414e+36
9.749756256093596676e+03 7.483086152350781763e+36
9.747538746466518205e+03 7.485723186916921728e+36
9.745322245322246090e+03 7.488903407300881915e+36
9.743106751972978600e+03 7.491285416342752460e+36
9.740892265731541556e+03 7.486707076615386782e+36
9.738678785911377418e+03 7.479031383074065693e+36
9.736466311826559831e+03 7.468688686686622987e+36
9.734254842791784540e+03 7.465488391122084382e+36
9.732044378122365742e+03 7.466082277172736405e+36
9.729834917134237912e+03 7.468695974499412337e+36
9.727626459143968532e+03 7.470696995544029554e+36
9.725419003468732626e+03 7.474526015292343168e+36
9.723212549426329133e+03 7.478273315694771387e+36
9.721007096335180904e+03 7.481329406780183245e+36
9.718802643514320152e+03 7.486751645472760481e+36
9.716599190283399366e+03 7.490107369530581148e+36
9.714396735962696766e+03 7.493077337979350043e+36
9.712195279873094478e+03 7.496607584926520160e+36
9.709994821336094901e+03 7.499073904400307776e+36
9.707795359673818893e+03 7.501920866475562231e+36
9.705596894208994854e+03 7.505621243857934575e+36
9.703399424264966001e+03 7.508567709194703480e+36
9.701202949165697646e+03 7.513008625049749522e+36
9.699007468235751730e+03 7.517637277881134524e+36
9.696812980800310470e+03 7.521446277846760855e+36
9.694619486185167261e+03 7.525206465800561645e+36
9.692426983716724862e+03 7.529198123007020841e+36
9.690235472721986298e+03 7.534141629884288585e+36
9.688044952528580325e+03 7.537871582417970219e+36
9.685855422464728690e+03 7.541374392593739255e+36
9.683666881859262503e+03 7.542560475977284876e+36
9.681479330041629510e+03 7.542144300927121017e+36
9.679292766341874085e+03 7.541695622595635877e+36
9.677107190090642689e+03 7.544794145960993286e+36
9.674922600619194782e+03 7.548288089677531492e+36
9.672738997259391908e+03 7.552392136146955709e+36
9.670556379343692242e+03 7.556032608454167186e+36
9.668374746205161500e+03 7.561488567086214999e+36
9.666194097177471122e+03 7.566313578433706300e+36
9.664014431594883717e+03 7.570431499289033798e+36
